entry,glucose,lb,glycerol + aa,acetate,fumarate,glucosamine,glycerol,pyruvate,chemostat µ=0.5,chemostat µ=0.35,chemostat µ=0.20,chemostat µ=0.12,stationary phase 1 day,stationary phase 3 days,osmotic-stress glucose,42°c glucose,ph6 glucose,xylose,mannose,galactose ,succinate,fructose
P0AAH4,,,,,,,,,,,,,,,,,,,,,,
P0ABU9,30.26,3.78,27.24,17.55,9.62,7.19,2.23,5.56,11.01,5.01,6.59,7.49,24.31,19.62,11.04,3.51,13.26,1.92,12.21,11.34,10.25,22.23
P0AE82,24.48,0.45,26.77,9.95,15.92,3.37,5.04,15.14,6.62,2.3,10.47,12.95,21.26,9.75,28.09,7.1,7.12,46.28,10.55,5.42,20.96,14.86
P0A9E5,24.75,10.26,4.19,13.71,10.12,12.54,16.79,13.17,7.78,3.37,8.27,8.56,66.83,27.64,24.99,47.04,2.83,4.93,7.97,4.63,4.71,2.83
P0AA89,43.93,11.38,25.38,29.46,29.88,8.8,21.91,48.8,2.53,10.65,18.74,15.84,5.4,14.7,33.66,122.56,8.58,20.6,10.06,25.28,33.73,11.79
P0ACZ4,31.18,18.99,18.78,15.83,27.67,17.07,27.63,30.08,33.94,31.17,41.22,15.58,71.36,16.62,10.09,48.95,6.52,7.54,70.14,17.42,45.19,4.75
P0AED5,24.3,10.67,0.79,16.3,18.56,31.14,4.92,21.7,14.39,3.32,19.87,13.92,100.35,20.91,23.65,26.77,10.88,7.35,14.84,16.05,4.77,5.07
P39176,12.22,7.22,5.21,8.83,8.77,6.4,3,2.36,14.38,8.14,6.49,4.77,19.42,4.62,19.34,8.18,15.36,20.73,4.87,16.18,14.87,19.26
P0AAC8,28.32,1.25,7.73,11.13,7.25,13.34,8.3,6.08,1.32,14.72,13.58,9.13,60.65,46.86,16.23,42.42,9.75,1.4,17.12,12.79,16.14,4.79
P0AAA1,10.41,9.13,12.17,10.48,5.1,14.75,1.08,36.53,4.35,9.83,10.02,3.05,23.15,45.28,36.07,32.57,7.93,60.92,1.09,30.05,16.41,23.41
P77717,74.83,11.7,4.89,15.33,4.62,6.77,8.24,11.86,26.22,11.59,13.84,4.56,5.16,11.17,14.87,3.9,5.66,11.16,4.56,18.43,18.28,10.78
P0AAS7,1.96,3.12,18.14,7.07,7.96,23.86,10.76,5.82,0.66,2.39,10.94,4.64,38.12,1.95,12.23,25.12,21.07,4.67,7.75,14.66,17.06,11.05
P0A8J4,12.38,4.48,14.86,21.11,20.19,25.95,27.35,35.36,14.36,16.84,9.27,13.46,9.9,24.52,24.2,43.02,15.11,5.87,10.87,4.64,8.29,13.86
P0AB55,15.76,2.61,8.3,5.77,5.73,6.01,2.55,15.02,7.03,4.85,4.01,2.26,6.6,1.43,10.64,12.43,8.73,10.96,6.52,5.23,11.38,5.52
P76243,33.05,9.32,9.89,8.58,13.71,2.11,28.81,37.87,20.94,13.88,3.21,33.86,16.78,23.37,19.01,27.67,42.29,15.57,9.37,16.02,28.37,19.25
P52007,20.82,1.36,6.6,3.98,14.88,4.67,4.93,14.03,4.48,3.45,19.68,3.7,25.5,14.41,11.88,33.76,20.19,6.39,9.73,5.87,15.34,7.29
P33355,34.33,12.84,84.25,12.8,18.56,38.44,21.11,13.03,22.29,8.43,41.25,30.05,19.32,21.6,31.26,136.59,43.02,29.26,26.93,21.95,25.11,8.41
P21515,,,,,,,,,,,,,,,,,,,,,,
P37794,,,,,,,,,,,,,,,,,,,,,,
P68206,70.42,20.2,25.01,9.61,4.46,11.03,5.35,17.82,15.79,7.59,9.52,7.78,11.45,15.41,16.32,14.2,6.86,22.37,10.91,21.47,32.2,12.24
P0AF50,8.21,8.52,4.16,7.78,19.87,21.2,4.15,27.84,4.71,10.06,14.14,6.26,17.41,9.38,10.09,2.73,12.02,3.54,2.44,17.34,11.3,5.71
P64581,55.86,6,11.76,9.98,15.54,14.79,23.84,11.6,4.69,6.21,15.31,2.57,22.2,20.7,26.28,18.63,6.22,8.67,18.99,4.11,20.16,10.81
P76035,77.34,2.58,5.46,23.32,12.11,29.07,13.32,2.49,3.83,14.4,20.35,8.41,46.01,31.34,22.43,22.59,11.08,27.29,17.69,15.03,14.59,11.95
P64559,,,,,,,,,,,,,,,,,,,,,,
P0ADS2,7.74,5.44,9.38,10.13,14.55,12.91,4.78,5.75,12.27,7.46,0.95,6.02,18.66,16.56,10.57,13.17,12.17,4.03,2.09,12.05,3.41,5.67
P32662,7.57,2.44,9.26,13.63,12.9,12.94,2.38,7.19,11.41,5.88,15.19,4.47,26.11,13.98,19.17,29.51,4.41,2.22,8.33,5.64,5.63,3.05
Q47147,45.35,7.77,9.27,10.18,8.15,8.05,9.22,18.55,5.55,4.89,14.81,5.72,8.82,16.71,12.12,17.37,11.82,4.4,8.7,8.33,11.78,6.77
P75915,15.31,2.34,21.3,6.7,7.31,4.07,5.12,10.1,9.47,3.99,15.03,5.53,20.65,19.97,21.92,53.13,2.57,14.54,11.41,48.96,13.4,6.99
P31131,47.76,38.08,90.85,10.46,5.71,13.21,32.4,49.32,43.81,3.41,5.26,3.88,16.75,19.24,44.3,76.71,18.24,20.91,45.98,46.12,51.87,38.14
P77376,24.34,36.25,75.34,7.2,2.7,8.51,14.74,5.04,8.66,12.78,15.14,13.35,101.2,5.85,26.14,25.91,11.78,23.74,5.98,14.04,21.14,5.35
P76329,64.25,5.11,30.16,9.35,13.58,17.67,26.44,21.63,28.31,25.54,14.86,9.42,28.75,32.96,35.05,52.86,16.26,18.41,10.63,23.74,28.81,7.41
P63417,19.24,17.37,11.72,2.77,19.72,13.77,7.35,11.22,8.47,5.24,10.11,11.22,34.48,40.11,22.62,16.46,13.41,1.78,13.31,18.65,11.28,2.66
P0AGF2,11.63,18.32,10.66,13.32,8.88,11.96,4.42,17.99,6.47,14.83,1.87,11.53,56.69,1.04,13.93,11.82,11.62,22.24,5.4,14.49,10.44,4.63
P0AC84,32.12,13.81,1.62,9.05,11.57,22.24,7.31,28.03,9.75,6.05,18.21,1.07,6.51,25.49,10.81,39.47,8.25,2.94,3.29,8.73,16.96,9.53
P0A823,,,,,,,,,,,,,,,,,,,,,,
P39187,9.15,42.4,10.07,25.61,22.08,9.05,14.56,19.09,24.11,9.54,14.48,0.99,15.39,48.13,35.64,41.53,22.56,15.39,12.44,8.76,22.84,35.81
P37631,,,,,,,,,,,,,,,,,,,,,,
P0AF56,,,,,,,,,,,,,,,,,,,,,,
P0A6G3,10.62,3.95,6.04,26.68,15.95,10.5,8.58,46.03,10.9,6.22,3.03,14.05,2.49,19.46,36.75,37.18,8.27,23.51,18.2,30.13,52.14,11.93
P0ADI7,36.05,8.54,21.15,20.72,20.93,24.38,8.1,6.39,33.02,36.97,22.51,41.47,40.04,40.36,68.13,44.64,17.17,63.72,1.33,42.58,24.4,34.13
P77781,1.41,6.75,11.48,4.87,17.07,10.01,5.53,21.89,16.72,13.18,12.41,6.6,16.91,35.07,12.73,19.46,9.37,14.47,2.4,5.94,17.98,7.47
P0ADP2,11.87,8.53,23.67,1.8,13.69,1.03,6.37,8.6,9.82,18.81,24.97,28.76,79.64,6.05,11.77,22.23,5.33,12.87,10.82,7.56,1.3,5.99
P67826,10.12,8.69,35.86,3.46,2.45,14.74,10.01,10.74,4.42,12.74,1.41,8.68,127.87,4.01,27.91,11.71,55.81,39.48,95.56,39.58,76.94,62.54
P15028,,,,,,,,,,,,,,,,,,,,,,
P09833,39.95,23.33,24.05,39,35.1,29.56,10.18,45.52,99.22,3.57,15.44,5.95,53.95,12.02,41.78,89.62,11.64,23.01,31.26,13.51,50.52,52.11
P0AB52,23.87,38.38,28.71,11.5,19.26,25.1,44.09,13.7,24.05,5.46,19.98,10.02,15.01,7.27,11.04,70.79,17.19,5.25,6.04,9.6,17.45,35.69
P0AGI8,40.8,3.84,29.62,20.24,23.78,23.7,26.99,47.56,16.76,26.07,18.13,24.06,13.81,32.8,3.24,66.78,8.09,6.83,30.46,9.01,22.51,8.38
P31827,,,,,,,,,,,,,,,,,,,,,,
P15031,,,,,,,,,,,,,,,,,,,,,,
P0AC51,42.85,13.8,13.86,11.98,14.36,30.3,19.28,7.47,5.5,18.81,3.63,11.86,23.68,17.38,55.1,32.66,6.14,2.83,3.99,7.35,34.66,20.12
P77202,3.83,2,16.15,11.17,7.7,7.25,13.01,4.51,8.93,10.28,4.26,11.62,3.73,8.25,7.47,10.16,1.07,4.92,17.29,6.62,4.04,10.13
P23894,4.7,10.89,4.81,2.46,15.31,9.49,7.56,16.44,12.3,6.18,9.08,6.59,11.57,30.41,21.78,29.05,37.85,14.88,29.19,14.24,9.51,24.08
P0C058,23.08,11.93,5.09,13.75,47.63,26.71,26.54,35.46,7.71,28.32,18.73,36.56,39.12,85.15,17.71,25.95,29.96,37.26,32.05,27.33,6.11,16.59
P0AEM0,23.69,22.92,14.52,11.01,2.6,5.48,19.63,9.74,12.17,15.04,13.15,4.27,38.1,4.11,11.7,41.1,19.2,4.31,20.74,14.36,30.25,9.53
P24554,19.55,10.48,18.71,32.3,7.3,11.74,17.11,30.24,9.6,8.45,20.61,6.88,77.46,6.24,37.64,29.45,12.85,6.55,24.7,25.32,39.56,7.42
P76256,10.78,5.41,17.27,20.93,5.94,22.62,3.81,12.22,12.33,7.82,9.03,12.29,6.32,15.58,1.88,47.95,6.54,9.86,8.12,13.13,12.04,12.87
P0A725,17.44,6.83,7.06,7.32,5.17,6.58,8.55,15.88,5.66,11.81,11.16,2.16,35.95,18.39,7.25,33.69,11.41,5.84,4.55,0.9,20.08,6.7
P16926,17,5.95,9.05,17.2,11.7,8.27,7.84,14.29,14.63,7.5,13.33,4.85,22.46,30.44,27.45,14.52,11.88,8.58,7.21,17.53,8.54,23.42
P0A742,19.46,5.25,2.2,6.68,6.7,15.8,1.37,14.68,14.38,4.2,10.24,7.12,6.35,10.59,40.97,9.39,7.02,8.87,6.06,5.81,10.84,3.85
P22634,11.67,8.78,20.94,20.22,6.58,20.9,5.16,2.54,16.23,15.03,14.56,5.4,23.97,53.72,2.21,6.84,3.61,6.65,3.44,11.44,12.92,9.28
P10100,12.61,12.53,19.14,10.5,1.5,27.56,17.68,18.82,16.19,12.95,13.82,8.89,31.2,30.31,48.21,19.25,7.89,14.99,16.8,32.89,17.99,12.46
P0AA91,7.53,8.35,10.49,17.5,16.52,9.89,6.15,3.85,9.13,17.51,3.81,14.05,13.03,4.78,22.8,28.11,11.88,5.86,3.31,13.09,28.82,21.22
P0ADC1,9.05,4.86,6.16,11.5,10.92,6.77,7.8,14.83,10.37,12.11,2.88,3,22.92,8.43,25.13,25.12,6.46,2.79,7.54,3.32,6.17,5.84
P39310,11.54,10.49,12.64,4.84,11.46,4.63,14.82,20.96,16.32,1.38,12.69,18.39,16.75,11.9,22.26,38.27,13.13,25.23,15.77,17.63,14.58,20.33
P39315,45.67,37.77,37.01,2.98,18.04,35.09,21.57,33.98,16.69,3.48,8.27,3.02,14.79,15.8,35.22,51.26,57.37,28.56,13,6.43,17.38,33.48
P0ADE4,5.19,6.85,15.08,8.55,7.32,6.23,8.04,4.91,11.88,7.36,6.91,13.03,17.45,4.68,16.53,13.35,11.38,19.16,6.71,3.95,8.72,18.1
Q47150,21.62,7.93,7.94,23.33,7.23,21.69,5.5,6.09,12.72,8.58,25.42,8.59,33.34,54.08,13.78,47.47,36.22,11.68,21.73,11.69,12.07,7.19
P0ACF4,18.09,2.41,20.51,19.93,22.14,22.35,12.48,14.18,9.93,16.26,4.17,5.83,8.2,16.46,25.9,7.96,31.1,11.38,19.66,25.94,7.51,2.81
P23367,69.25,29.35,39.62,9.54,10.98,16.06,24.49,34.03,9.15,21.1,24.39,10.18,76.7,9.47,38.74,31.11,16.46,17.32,38.96,35.97,14.68,8.25
P03018,14.58,5.33,4.9,8.78,14.96,25.77,10.75,22.87,10.1,7.46,6.4,2.63,33.79,27.62,27.72,11.76,20.87,14.67,20.93,19.63,20.93,14.93
P0A8G9,23.65,8.64,13.68,6.5,31.73,19.25,8.72,26.94,20.01,7.77,22.41,11.34,77.62,13.86,7.49,50.2,10.61,2.25,7.34,13.2,8.04,10.18
Q93K97,36.25,4.78,5.82,26.61,17.7,16.47,14.85,26.16,18.84,6.77,6.16,15.34,57.15,59.68,27.4,44.04,35.82,10.58,16.58,7.99,28.17,17.69
P0AFH0,,,,,,,,,,,,,,,,,,,,,,
P25888,24.82,13.24,24.48,32.48,3.83,57.22,65.28,40.2,39.99,51.86,48.59,20.41,40.56,31.75,12.43,80.48,71.91,24.19,14.14,102.96,50.77,47.71
P37128,18.31,5.87,9.09,1.01,14.27,5.42,12.53,20.75,5.46,12.76,4.34,10.33,15.71,8.36,7.6,10.92,10.65,7.55,7.37,13.82,5.96,5.18
P0A9Y6,11.27,1.77,7.7,7.87,10.46,11.11,2.45,12.65,6.21,4.08,5.69,5.98,9.6,8.16,1.71,6.93,4.9,6.9,4.98,12.67,9.92,1.23
P0A968,22.58,5.87,5.75,27.83,4.97,8.45,9.23,13.63,3.09,7.42,32.73,2.66,25.69,17.21,5.76,1.52,16.83,24.09,9.45,14.92,5.98,9.62
P0A972,14.48,3.77,13.07,5.23,11.12,6.62,0.14,12.31,4.56,2.96,8.62,11.44,20.3,12.19,6.97,4.53,8.86,6.5,8.25,5.11,8.26,3.53
P0ACL5,20.07,87.63,16.81,2.47,21.04,18.51,70.89,22.92,6.53,3.36,1.89,3.48,48.9,59.39,57.58,57.43,29.39,75.36,23.84,20.35,19.15,68.41
P36771,27.99,6.56,17.28,28.49,0.48,9.74,12.13,54.23,23.51,10.04,10.77,7.56,42.52,33.68,70.89,20.69,45.73,9.91,15.17,22.77,26.99,6.83
P0A8W0,10.54,13.76,61.23,37.48,10.21,41.54,1.77,7.89,10.14,23.73,9.35,15.58,17.61,31.4,10.6,85.49,13.25,17.58,20.11,9.75,18.16,14.83
P0A6Z6,12.14,13.41,18.25,9.37,18.11,11.43,3.44,15.42,24.41,9.78,25.12,22.86,23.12,5.37,3.72,8.5,9.32,7.78,17.25,8.74,2.82,11.05
P76086,12.06,26.77,29.56,17.16,8.01,25.96,24.96,31.31,4.11,16.26,13.73,13.79,122.51,25.52,44.98,75.48,34.84,28.22,17.13,15.39,13.32,33.78
P0ACL9,5.97,14.23,18.18,13.89,34,22.37,1.41,29.26,11.56,22.61,17.33,44.25,33.43,52.62,5.84,43.91,12.04,20.6,12.1,28.43,25.79,3.15
P0ACR4,7.93,4.28,10.52,12.53,9.15,27.17,13.5,14.89,5.44,8.7,12.28,16.54,54.4,51.1,35.97,27.21,9.01,6.21,16.92,16.56,15.75,17.27
P0ACK2,9.57,7.56,8.43,16.69,17.1,11.61,11.54,9.95,11.63,6.62,9.58,7.11,26.8,69.41,26.28,27.1,20.47,14.21,6.15,7.02,5.93,8.29
P32144,10.75,7.11,7.08,10.49,15.63,16.95,7.94,16.74,6.38,11.93,7.85,11.28,26.01,12.7,36.34,36.96,16.75,11.7,5.84,4.91,5.32,3.43
P0ACL7,,,,,,,,,,,,,,,,,,,,,,
P13669,,,,,,,,,,,,,,,,,,,,,,
P77295,,,,,,,,,,,,,,,,,,,,,,
P0ACS5,,,,,,,,,,,,,,,,,,,,,,
P06961,7.4,4.49,18.17,13.43,12.4,21.78,14.12,13.48,24.25,3.89,13.66,2.86,43.03,15.38,16.88,32.8,13.14,25.75,7.15,20.54,2.79,10.99
P69222,25.38,9.34,15.15,17.28,8.56,10.52,4.75,6.52,6.61,13.2,6.95,5.75,121.62,18.3,15.68,12.25,11.47,14.07,10.54,1.44,12.05,9.27
P0A7I0,2.76,4.96,13.55,9.93,23.44,9.12,14.11,9.22,30.56,4.04,19.28,17.07,32.85,4.86,42.04,21.2,10.86,4.21,25.45,11.38,26.01,46.96
P21338,13.22,6.09,29,10.12,22.6,57.75,6.74,18.07,18.66,15.11,9.19,5.95,46.81,32.19,14.01,16.32,8.31,13.3,25.68,7.33,13.89,10.65
P0A7L3,36.23,7.46,20.35,18.75,12.63,17.39,19.59,49.19,10.06,13.88,8.01,7.17,34.89,23.86,22.96,17.55,8.79,5.38,24.3,16.46,10.15,19.49
P0ADZ0,16.29,2.72,4.47,1.93,11.64,17.23,8.34,19.68,8.31,12.62,14.56,9.05,7.75,11.48,46.77,11.87,7.4,4.56,15.37,13.2,11.88,10.82
P0A7L8,9.43,4.14,6.31,5.15,6.91,1.9,8.59,3.69,14.25,1.95,5.46,1.71,4.94,13.99,22.17,4.96,6.53,5.59,1.04,8.61,3.5,10.24
P0A7M6,13.15,12.54,10.01,6.98,10.21,1.69,4.44,15.38,6.51,8.41,19.62,2.03,5.62,7.71,31.59,17.64,22.28,7.97,4.22,6.46,11.37,15.22
P0A7N4,25.05,3,13.2,7.6,3.31,1.73,9.51,11.46,4.89,11.07,13.81,11.96,6.5,14.38,9.59,17.98,7.25,14.75,7.22,18.42,15.3,7.24
P0A7N9,16.79,2.07,3.04,1.77,3.75,4.75,2.49,12.63,6.1,0.64,10.94,1.32,7.73,5.42,3.7,16.85,7.93,4.79,4.36,5.99,10.23,2.87
P0AG59,19.4,11.08,10.31,4.46,14.74,20.26,4.92,8.74,2.23,20.29,36.82,3.97,7.79,13.39,4.77,8.38,13.4,10.14,11.51,9.64,11.14,6.35
P0ADZ4,17.56,5.03,11.18,20.73,16.82,13.85,10.51,7.92,7.89,7.22,5.23,7.78,19.74,4.65,20.64,12.48,10.55,5.72,12.49,7.05,8.56,13.28
P0AG63,15.44,20,3.17,53.01,19.76,53.58,20.73,24.07,19.82,4.2,8.78,4.38,17.72,4,10.27,57.34,8.69,25,12.02,11.17,29.18,29.12
P0AFX0,21.93,5.39,5.77,1.41,11.66,4.21,10.63,4.27,11.19,11.82,17.71,7.18,5.33,7.68,15.91,12,22.05,11.41,5.84,11.07,11.93,6.75
P37765,28.6,12.53,24.04,16.84,11.88,8.4,17.5,21.78,4.77,9.47,9.92,6.19,25.68,18.72,16.84,5.01,2.61,9.43,21.4,22.6,12.21,13.5
P36929,4.57,9.03,11.85,8.07,9.75,24.04,14.52,20.46,4.75,14.53,11.95,11.2,32.67,22.58,11.49,21.59,27.34,7.65,15.31,15.09,21.3,7.67
P0AGJ2,38.11,5.36,34.9,22.96,19.31,8.83,8.6,39.82,44.82,52.32,18.34,35.97,57.65,47.66,66.06,131.61,59.53,102.58,23.37,87.25,45.23,40.28
P0AEB7,22.53,5.56,8.52,10.52,21.92,8.53,8.84,10.9,2,6.63,0.56,10.75,31.29,10.77,23.18,86.39,10.84,14.57,16.48,12.73,6.4,7.42
Q46893,28.55,14.45,11.77,28.57,19.81,24.74,11.12,12.21,2.41,26.32,35.32,14.62,16.13,13.31,9.43,55.91,2.69,11.32,10.64,39.8,2.18,11.71
P0AGG2,12.85,3.6,5.3,6.59,8.18,5.12,4.1,8.86,10.69,1.37,12.83,8.05,8.61,9.77,25.09,12.66,9.84,13.64,8.06,25.68,10.1,7.74
P0A6A8,13.78,4.8,5.42,7.43,19.02,18.25,3.05,9.72,4.99,12.59,7.51,4.82,18.21,8.13,14.02,9.13,12.11,4.9,4.91,4.72,6.71,0.8
P31551,,,,,,,,,,,,,,,,,,,,,,
P0AGL5,,,,,,,,,,,,,,,,,,,,,,
P62623,11.89,6.27,2.4,5.35,5.25,3.01,9.07,15.79,1.32,10.71,8.79,13.05,47,52.52,3.99,21.19,6.81,42.76,7.16,21.42,4.24,8.28
P0A6H8,33.31,2.08,16.25,18.72,22.97,25.05,21.47,83.02,10.53,5.29,41.32,14.41,23.21,8.74,33.44,36.49,48.54,25.86,30.24,17.19,32.39,34.08
P0AF03,5.57,19.21,3.69,20.01,2.65,38.27,15.01,12.41,5.3,37.83,32.22,5.81,29.61,10.85,7.38,45.27,60.98,2.22,45.72,8.54,34.03,33.41
P40191,10.97,13.11,7.06,55.67,20.04,41.64,24.17,13.99,10.51,6.54,20.79,7.63,19.52,20.79,11.97,77.38,7.7,26.48,3.37,6.91,23.5,2.85
P26602,5.19,19.59,4.42,10.85,16.04,5.39,11.14,7.71,11.9,10.27,9.11,4.2,60.79,10.53,5.01,11.25,8.99,14.53,7.44,9.4,28.51,5.1
P12999,,,,,,,,,,,,,,,,,,,,,,
P06709,19.61,8.32,59.3,15.13,21.87,4.44,6.96,11.23,20.15,7.85,34.81,10.58,23.49,20.64,27.06,43.86,27.68,18.17,3.8,33.24,22.47,25.61
P12282,,,,,,,,,,,,,,,,,,,,,,
P0A8R0,3.75,8.47,1.81,5.33,6.84,1.7,10.9,16.66,1.78,4.77,3.76,1.75,7.99,9.2,7.22,16.76,11.65,8.02,11.27,18.74,0.46,7.55
P76422,,,,,,,,,,,,,,,,,,,,,,
P0AC28,,,,,,,,,,,,,,,,,,,,,,
P25535,29.97,12.08,29.88,32.17,4.78,5.81,5.57,27.33,18.04,4.43,12.07,12.52,43.51,4.74,46.02,11.67,14.23,17.56,8.82,29.99,7.84,31.77
P69922,16.9,40.35,32.7,41.86,13.48,50.2,26.66,15.62,21.97,23.38,21.28,29.31,65.55,9.31,24.2,52.63,39.2,20.98,19.12,38.8,51.57,108.27
P0AER0,39.16,28.71,12.83,27.3,12.76,14.69,46.5,12.52,23.58,7.81,25.8,17.94,29.23,17.88,14.47,73.81,13.86,30.19,9.08,28.03,27.64,17.42
P0A761,24.19,11,9.99,18.42,5.22,4.25,13.02,20.67,19.45,3.29,12.63,6.79,22.11,26.8,31.84,28.97,34.62,12.56,6.15,5.51,28.42,27.14
P05706,7.33,21.27,18.22,34.29,10.41,43.35,31.48,28.31,36.58,30.47,23.21,40.95,118.04,78.87,69.68,122.44,18.72,64.12,12.09,37.67,51.73,25.14
P66817,14.56,8.95,14.64,3.04,7.7,20,13.33,12.43,18.42,15.04,17.23,12.94,22.81,7.92,16.01,1.33,4.26,15.18,15.35,5.87,4.52,11.88
P07762,11.27,1.53,4.22,14.63,4.53,14.37,6.09,5.77,6.54,5.67,11.41,11.12,30.75,12.19,31.29,1.36,6.81,15.28,10.09,5.94,8.24,6.74
P06720,63.48,70.76,41.55,16.53,4.28,15.21,8.1,4.84,12.75,9.28,14.58,8.42,36.82,20.65,41.35,160.48,4.8,62.22,14.58,25.74,23.28,11.17
D0EX67,11.81,10.97,19.6,10.61,8.59,9.79,5.8,6.71,0.97,3.4,7.55,19.46,9.54,14.59,15.8,4.07,14.68,2.14,9.49,7.96,7.19,7.85
P10907,75.02,15.92,5.68,22.35,26.15,32.03,19.77,30.4,11.56,9.07,15.38,3.45,32.88,3.92,34.23,17.92,32.28,19.45,7.17,45.57,34.47,2.6
P37388,29.53,11.91,79.5,39.62,39.43,49.41,49.9,38.73,92.73,28.55,53.97,53.38,44.54,51.65,91.72,25.83,25.99,93.21,68.23,19.69,41.98,20.35
P32141,,,,,,,,,,,,,,,,,,,,,,
P0AA82,11.62,14.16,53.01,12.03,11.84,13.37,8.63,34.52,5.59,2.32,13.71,5.38,11.53,67.25,10.25,35.69,43.61,24.87,13.9,20.82,6.04,12.71
P08179,11.21,12.81,13.91,4.63,4.02,5.73,1.05,13.59,8.08,6.66,9.31,4.97,17.1,7.13,6.26,28.96,6.31,25.78,12.39,7.18,11.36,1.97
P0A884,7.16,4.23,4.06,16.67,8.54,4.16,19.43,24.91,8.68,10.13,11.73,11.43,14.59,8.05,14.51,36.5,6.92,10.75,3.22,9.33,10.01,2.72
P37146,2.57,9.16,2.47,12.23,10.16,6.11,18.66,24.62,30.43,12.21,29.97,19.13,22.91,79.71,28.19,29.18,31.02,59.46,11.36,11.45,40.69,34.42
P06960,18.75,26.36,46.94,54.77,49.47,20.96,25.85,30,5.34,6.29,4.86,10.19,44.49,43.48,14.12,71.64,14.54,56.68,40.49,18.85,6.44,30.53
P0A6E1,14.63,10.63,8.1,12.66,4.86,15.75,12.07,14.24,12.84,2.06,14.98,26.85,5.73,22.34,10.44,18.42,17.09,6.48,10.6,26.49,13.22,4.27
P0A9I3,14.64,7.11,5.01,11.27,9.63,25.22,16.95,1.32,6.21,24.11,18.34,22.89,25.34,13.42,22.46,19.68,4.83,6.32,7.98,17.17,8.26,10.82
P13033,17.19,46.25,22.71,23.19,16.7,50.18,25.01,50.23,57.37,8.2,31.24,43.21,66.17,52.77,37.24,145.22,13.31,28.93,17.47,39.25,41.05,45.03
P0A7C6,6.76,29.36,14.49,11.34,5.58,5.34,4.06,3.63,8.01,9.12,5.99,11.02,46.46,33.67,15.87,27.27,14.87,21.37,3.5,3.93,15.25,12.05
P0AAD6,21.93,9.75,16.45,19.08,6.21,6.45,7.88,5.26,8.89,11.55,9.49,1.28,99.55,72.83,27.4,17.42,12.54,17.42,9.85,23.75,17.86,5.31
P0AGB0,7.29,3.81,14.89,17.12,27.11,5.41,4.88,11.4,14.77,12.01,22.83,27.38,12.07,7.33,10.13,37.28,13.45,11.5,4.77,25.89,24.74,9.35
P0AGE4,11.85,15.79,13.3,34.81,24.23,35.89,9.19,38.19,9.02,12.56,28.45,9.07,16.39,25.95,49.54,50.89,17.95,5.2,14.56,6.79,10.17,2.79
P07117,48.93,13.59,14.82,13.67,6.47,6.65,14.15,34.46,5.13,10.39,19.37,6.5,12.54,43.65,26.03,18.43,16.33,10.82,18.4,27.09,15.09,74.77
P0AAF6,14.6,3.25,2.95,21.22,14.05,9.94,10.34,40.33,22.49,9,10.49,4.54,32.43,7.49,15.48,46.59,4.94,3.45,13.13,14.11,1.23,3.34
P0A6K1,,,,,,,,,,,,,,,,,,,,,,
P0AEJ6,10.66,12.21,12.5,10.83,1.75,6.88,3.98,36.36,10.34,14.69,17.37,9.06,39.07,33.7,29.52,33,12.73,10.95,14.5,17.37,19.12,17.51
P0AEQ6,39.6,17.47,15.46,6.8,5.9,8.67,9.38,35.07,13.77,10.38,29.26,13.26,18.56,36.67,45.86,29.17,23.64,23.62,21.54,45.55,21.1,11.2
P63228,23.04,10.03,7.23,11.61,22.59,20.69,17.27,18.47,5.97,3.16,9.45,13.63,3.09,15.99,3.99,30.13,6.23,18.34,7.44,2.34,3.34,11.3
Q47690,9.53,7.16,26.76,6.15,5.91,9.85,4.76,13.72,5.34,9.12,7.5,5.49,19.07,8.37,14.91,13.13,8.1,0.95,10.32,16.51,3.98,7.67
P42588,37.22,37.9,100.55,12.55,11.85,42.66,11.83,16.15,38.66,67.42,66.19,40.97,83.7,40.19,19.14,35.27,13.8,15.28,13.7,8.61,17.65,6
P31134,2.81,5.42,32.42,14.41,25.38,5.49,10.32,28.71,0.92,14.87,16.43,14.74,59.97,39.71,26.51,50.38,10.53,21.23,19.06,16.8,31.91,8.11
P37774,29.76,6.08,5,6.61,0.38,10.87,16.85,2.79,15.63,9.56,10.3,11.16,20.02,17.83,14.62,11.59,7.06,4.29,13.53,12.46,6.28,3.11
P18196,12.3,12.53,20.3,15.83,2.6,12.99,9.11,10.62,4.68,17.49,11.87,13.82,1.83,11.34,11.06,9.64,2.79,6.95,13.04,13.06,6.26,17.01
P77173,14.23,11.18,6.8,16.21,10.8,18.56,11.8,17.46,12.98,10.5,12.92,14.51,3.7,14.32,35.13,7.17,13.76,8.77,12.15,12.65,10.72,4.7
P80668,75.1,27.14,25.92,12.5,4.04,7.52,13.17,33.32,16.55,9.45,12.91,14.46,22.33,33.16,57.32,36.64,12.72,44.34,19.65,22.48,33.85,17.99
P09152,79.95,66.52,16.04,22.05,19.61,56.83,18.83,59.64,64.08,32.3,59.57,38.36,43.46,54.61,100.37,65.36,35.03,28.3,37.2,43.17,57.78,24.8
P0A9T4,16.32,8.2,14.61,6.68,1.55,2.51,4.26,7.55,9.13,5.33,5.58,5.22,11.85,6.44,8.87,4.48,5.04,6.17,6.78,7.69,4.71,5.05
P10908,37.63,4.6,8.5,14.25,14.05,7.49,9.95,12.1,3.07,4.73,8.53,11.23,20.92,4.58,7.2,14.44,7.08,6.01,2.93,12.33,14.49,21.97
