,galactose,acetate,pyruvate,glycerol,fructose,succinate,glucose
b3465,1.31490145239E-06,0.000001272,0.000002011,1.60564720504E-06,1.45859707084E-06,1.40410772235E-06,1.90585422019E-06
b3581,0.000001412,2.64312882536E-06,2.06690314664E-06,1.00188461126E-06,0,0.000001428,1.9037834268E-06
b4362,2.53958804775E-06,1.59148018416E-06,0.000001452,1.37427958311E-06,2.74312707266E-06,2.34917139747E-06,1.90108170784E-06
b2949,1.7762705666E-06,1.33763542547E-06,1.71174806558E-06,1.80506982835E-06,1.85931611491E-06,1.64860010607E-06,1.8953649041E-06
b2069,2.88905856152E-07,7.34508070759E-07,0.000000325,4.69582727724E-07,5.65696746468E-07,3.27397008284E-07,1.89126700117E-06
b2572,2.26606347164E-06,1.57770419562E-06,3.56679276483E-06,3.05221142816E-06,1.52692011157E-06,2.42208747173E-06,1.88705832684E-06
b1320,2.61962501318E-06,0.000002797,0.000002742,2.03453379094E-06,2.68747658756E-06,3.16082960672E-06,0.000001881
b2340,0.000000898,8.62883884466E-07,1.34906549371E-06,1.21127000143E-06,1.02737354151E-06,1.29145993666E-06,1.87265188812E-06
b2342,8.10913026305E-06,1.33582722395E-05,1.43331960437E-05,4.78659390938E-06,7.36437784144E-06,7.0369454332E-06,1.85581742267E-06
b4323,5.50332600518E-06,3.63863559255E-06,3.11351858223E-06,4.10959223389E-06,2.46934910819E-06,4.94817401411E-06,1.85218181611E-06
b2276,2.18040379534E-06,2.37518722135E-06,5.14866806209E-06,6.98658812719E-06,5.11649861893E-06,2.60464371985E-06,0.000001848
b0901,3.35689642206E-07,5.12558402944E-07,0.000000013,1.24523850255E-06,0,9.25545460943E-08,1.83468536597E-06
b1929,4.28619432356E-06,5.30726133387E-06,6.25537538242E-06,7.02708440597E-06,0.000005713,7.47039568294E-06,1.83261105647E-06
b0272,0.000001127,7.81404152992E-07,6.4044688318E-07,1.64116742364E-06,0,9.70788679259E-07,0.000001822
b1606,2.97805295982E-06,0.000001749,1.78670939015E-06,2.28105690983E-06,1.83333973458E-06,1.82586397155E-06,1.82163701572E-06
b3842,1.6306988671E-06,1.89832303201E-06,0.000001457,1.25637460906E-06,1.140192695E-06,1.69015724672E-06,1.81488805538E-06
b1061,6.89730855869E-07,2.28875829276E-07,2.43168331874E-07,8.95676845308E-07,1.20625732197E-06,1.30625308337E-06,0.000001784
b1784,0.000006362,0.000004986,1.4186800829E-06,3.08418537484E-06,1.55339006974E-06,2.59235514895E-06,1.78005374753E-06
b0456,0.000001687,8.13824594668E-07,0.000000697,9.11589237534E-07,0,4.23664393817E-07,1.77690556308E-06
b0009,6.45093639584E-07,2.23564181171E-06,2.06875103439E-06,1.76447497091E-06,6.73575643658E-07,7.43810216135E-07,1.77445669575E-06
b3749,6.39159676756E-06,4.44354923101E-06,1.25921274024E-05,0.000005616,4.2256516107E-06,7.31713961732E-06,0.000001771
b3594,1.19528919359E-06,1.34028517844E-06,5.38261874889E-07,4.05708545584E-06,0,5.06651777257E-07,1.76313767795E-06
b0866,0.000003189,2.18442508168E-06,1.94866731399E-06,2.40557641647E-06,1.5167336206E-06,1.91322677877E-06,1.76056562897E-06
b2813,2.47143502782E-06,1.13785303936E-06,1.45188986887E-06,1.2624392534E-06,1.88163673956E-06,2.56783336199E-06,1.75421656347E-06
b4348,3.32344888924E-07,6.24062497719E-07,1.29930936462E-06,0.000001394,1.19087747997E-06,1.09061665919E-06,1.75024151594E-06
b4149,0.000003499,3.58442552597E-06,1.91075548721E-06,2.6785733143E-06,1.70594490528E-06,2.46325578349E-06,1.74214998E-06
b0639,1.65087132748E-06,1.32010458595E-06,1.06293104052E-06,1.24546452621E-06,2.01148434438E-06,1.45191120915E-06,1.73880660015E-06
b1110,1.1416285961E-07,3.97387896553E-08,0.000000545,2.43067675677E-07,0,1.04802072847E-07,1.73552575669E-06
b0636,6.39646015071E-07,8.6994776456E-07,1.05305792116E-06,1.09868715221E-06,0.000000946,9.3957076084E-07,1.7353748765E-06
b1834,2.6186671409E-06,2.78215402889E-06,2.88072414624E-06,1.82829333546E-06,3.19185671658E-06,3.10258390107E-06,0.000001708
b3522,4.15637098673E-06,1.71444251328E-06,1.41169867325E-06,1.92143057543E-06,3.82893618415E-06,2.61828252775E-06,1.69140524326E-06
b1253,1.44382727861E-06,6.77786520179E-07,1.24827292721E-06,0.000001267,1.55360612406E-06,1.33640754785E-06,1.68934673571E-06
b2877,5.26592777156E-07,5.94946542939E-07,3.53353060693E-07,4.21548836703E-07,0,3.31486688169E-07,1.68333065367E-06
b0496,1.67806815057E-06,2.66779672538E-06,4.84761140945E-06,3.06319860989E-06,1.39867186501E-06,5.78450628816E-07,1.67461604281E-06
b3497,1.49107618692E-06,1.14205657697E-06,1.35879379829E-06,1.70383438763E-06,1.36432807739E-06,1.48170315082E-06,1.65547008049E-06
b1478,0.00000058,5.40049976336E-06,0.000002073,0.000001756,8.22185603371E-07,6.23794855743E-07,1.64489641881E-06
b4122,2.02545472542E-07,2.45904722202E-07,2.85512477457E-07,0.000000535,0,1.51459286261E-06,1.6325891768E-06
b1781,0.000001627,2.41750830777E-06,0.000001495,1.58287033357E-06,0,0.000002131,1.63116834259E-06
b0046,7.05414763063E-07,9.45670708874E-07,4.32369650282E-07,1.27445706243E-06,0,1.2478404945E-06,1.62249405895E-06
b3095,1.19907385321E-06,9.69272052636E-07,3.17450044409E-06,2.49208669337E-06,3.31269229106E-06,1.90030410495E-06,1.61873629838E-06
b1290,9.20896552077E-07,0.00000082,1.24295280054E-07,1.66708294064E-06,0,8.77670255965E-07,1.61847326385E-06
b0956,9.40686885506E-07,1.3262029841E-06,2.07553476709E-06,0.000002327,1.52859849561E-06,1.15466687993E-06,1.61513189122E-06
b1487,1.73675711983E-05,5.45168116407E-06,5.12924631789E-06,0.000004097,1.73834092047E-06,1.10702462376E-05,1.61468042023E-06
b2314,1.88285789107E-06,1.0318102118E-06,1.5619478749E-06,1.54470039648E-06,1.1647911413E-06,1.29161067387E-06,1.61068375957E-06
b4216,1.50181839858E-06,1.90232621591E-06,2.52615339811E-06,2.3466511289E-06,1.559738813E-06,2.23832827826E-06,1.60176335539E-06
b3834,9.50283505851E-07,1.88241750027E-06,1.79469413066E-06,1.3321710856E-06,1.11961256724E-06,8.87884933919E-07,1.6006391971E-06
b3509,0.000016632,4.61357085436E-05,1.71981350482E-06,2.29635337281E-06,2.11770647556E-06,3.52181682853E-06,1.5999118675E-06
b4225,4.95839559655E-06,2.83205694497E-06,3.33292816263E-06,1.98943043211E-06,3.51133650744E-06,4.23171425208E-06,1.59611208239E-06
b2033,5.79348426509E-06,5.70952072502E-06,4.382825381E-06,2.92461692051E-06,2.65044839057E-06,5.88084384266E-06,1.58265144027E-06
b0174,2.94680924548E-07,6.5591214982E-07,6.29775233034E-07,1.41070519659E-06,0,1.24213067897E-06,1.58250178595E-06
b4126,4.06869623347E-08,0.000000748,4.62755988893E-07,7.14117540925E-07,0,5.53463265189E-07,1.57927942747E-06
b3469,8.53796412797E-07,7.48098790239E-07,1.50023227058E-06,9.46139923849E-07,1.92937017941E-06,4.45106074046E-07,1.57658357171E-06
b1441,0.000003425,1.79013653158E-06,2.04579622963E-06,2.88336805158E-06,1.2297839132E-06,2.7423619425E-06,1.57445474983E-06
b1124,5.38883332341E-07,1.74445863334E-06,8.65440003408E-07,1.69790731265E-06,3.17370099513E-06,7.78420434171E-07,1.56905204352E-06
b1291,2.33241346144E-07,1.58198478254E-07,5.37446371853E-07,7.04914541874E-07,0,5.15639662043E-07,1.56010947947E-06
b0345,7.97830210932E-07,7.40437933309E-07,1.03772756282E-06,7.64237815395E-07,0,1.07178379393E-06,1.55827063895E-06
b4511,0.000000248,7.0936431486E-07,1.00123153837E-06,5.89471271886E-07,4.79905451532E-07,1.06229999513E-06,1.55565312097E-06
b0304,6.11525063776E-06,2.19543615964E-06,1.3361762227E-06,1.61107400002E-06,1.71739534045E-06,2.41917722175E-06,1.55061598477E-06
b3131,1.48674017335E-06,1.8439337157E-06,1.58213394773E-06,1.67071569999E-06,1.72085179592E-06,1.40272373618E-06,1.54677197383E-06
b3789,0.000000445,0.000000217,1.5496783785E-06,1.58105489329E-06,1.31719723938E-06,1.48694206462E-06,1.54105265959E-06
b3129,2.65532344341E-06,1.29652992995E-06,1.4517674197E-06,1.83814366289E-06,1.84070308651E-06,2.03226882254E-06,1.53570313245E-06
b4298,1.82536267107E-07,1.13683651941E-06,1.08672407838E-06,7.97080677324E-07,0,1.08685171804E-06,1.52248048966E-06
b3075,5.21071718922E-07,0.000000961,9.52594954402E-07,1.00008555978E-06,3.79194211465E-07,6.75166497933E-07,1.52119858191E-06
b3106,5.04714117143E-07,1.06907463496E-06,9.85112334531E-07,8.87461909515E-07,0,1.49094151775E-06,1.52054096646E-06
b4191,0.00000057,1.02659773387E-06,2.00116507906E-06,1.56254213905E-06,5.49939755846E-07,1.09875917513E-06,0.00000152
b1594,1.91011636425E-06,1.98953235089E-06,2.34950972479E-06,1.77469452921E-06,1.19786230428E-06,2.08218147857E-06,1.51623116403E-06
b0425,4.11055304525E-07,8.8257017505E-07,7.55379289369E-07,3.93749511632E-06,0,1.43484647989E-06,1.51593411945E-06
b1498,3.80454228646E-05,1.86452029141E-05,1.06764328008E-05,4.66369482237E-06,1.91427214985E-06,1.15335192904E-05,1.51444981893E-06
b1494,6.69607200114E-07,3.57192910895E-07,1.07432637046E-06,1.00937526636E-06,8.39762266258E-07,1.10020883432E-06,1.51128140004E-06
b1525,0.000002641,0.000000546,1.09578920492E-06,2.41840844312E-06,2.27275173702E-06,0.000003775,0.000001509
b0122,1.31993963687E-06,2.03038858901E-06,8.33077999457E-07,0.000001043,0,1.19281896138E-06,1.4953826613E-06
b2548,9.67474150738E-07,3.2444535096E-07,4.10687987512E-07,4.75110575994E-07,0,5.66844384586E-07,1.49142989512E-06
b2241,3.09028169799E-06,1.97484210856E-06,2.23576376873E-06,5.3473922732E-05,1.05641345516E-06,1.80076514479E-06,1.48652283261E-06
b0465,6.48836127872E-07,9.10121126804E-07,1.49282130756E-06,9.84467505571E-07,2.01559596601E-06,8.03904729031E-07,1.48315599917E-06
b0810,2.20515257217E-06,2.01118838907E-06,4.41020085033E-06,2.7376231611E-06,3.0368583067E-06,0.000003113,0.000001479
b0397,2.38420870909E-06,1.24156087751E-06,2.65725196679E-06,2.88971444571E-06,5.23535600714E-06,4.9667871535E-06,1.47668114858E-06
b0608,6.22616652379E-07,1.01770730509E-06,0.000000722,8.31908141269E-07,0,4.80769435186E-07,1.47620171341E-06
b1096,0.000001224,1.69289699298E-06,1.95759743063E-06,0.000000734,0,1.05885436451E-06,1.47578179075E-06
b0387,3.20696487326E-07,8.86945016851E-07,9.35194231748E-07,1.10554523185E-06,6.93795939824E-07,5.05060276289E-07,1.47147879935E-06
b1037,2.61606454418E-07,0.000001083,2.60782672391E-07,4.87499769492E-07,0,1.86542380746E-07,1.46562478027E-06
b3669,0.000001249,1.85368001507E-06,1.36271074323E-06,0.00000148,8.1677188947E-07,0.000000251,1.46087630087E-06
b3794,5.20804013093E-07,8.13266556539E-07,0.000000425,9.88531859628E-07,0,8.79157162006E-07,1.46076618562E-06
b1629,1.06788404682E-06,8.12107761596E-07,7.97163575572E-07,1.23777469063E-06,1.27705142506E-06,9.61647520198E-07,1.4574361146E-06
b3467,1.40622545568E-06,1.17255511162E-06,1.27108399342E-06,1.26284578333E-06,8.68890016617E-07,8.50244888252E-07,1.44222228408E-06
b1777,7.64307329961E-07,8.24418457323E-07,1.04208302429E-06,1.38939201147E-06,1.43180546242E-06,8.94840437818E-07,1.44064971152E-06
b0087,1.33826780077E-06,1.60519502833E-06,2.66221595449E-06,1.86436714228E-06,1.44860716873E-06,8.03375224935E-07,1.4405777565E-06
b1303,0.000001046,9.97742086204E-07,1.43085763707E-06,0.000001025,1.07205168427E-06,1.31579484086E-06,1.4391201264E-06
b0844,0.000001767,1.90924874216E-06,1.96072578783E-06,2.2746025174E-06,2.60466130538E-06,1.31334148743E-06,1.43707745009E-06
b3125,1.49577564099E-06,1.64228074571E-06,1.42086908133E-06,1.9898616355E-06,1.09453597394E-06,1.80884496119E-06,1.43676242326E-06
b4150,5.23241402622E-07,7.6278715019E-07,9.15890077594E-07,8.85537832737E-07,3.66644260051E-07,7.36738593796E-07,0.000001435
b1134,0.000000599,4.13057897183E-07,3.97908626938E-07,1.01678190505E-06,0.000000874,0.00000049,1.43413704051E-06
b1757,4.45619539742E-06,4.26282972833E-06,0.000002821,2.34320543132E-06,1.90213234466E-06,3.83123825812E-06,1.43389738648E-06
b0904,3.11749574756E-06,2.57038619655E-06,2.38970655696E-06,2.02965236985E-06,1.78388837195E-06,2.59969362076E-06,1.42711960194E-06
b0083,0.000000215,7.62917517088E-07,1.32806677934E-06,0.000001008,5.86784475936E-07,7.96264290913E-07,0.000001418
b2103,3.77487627602E-07,7.18541760591E-07,1.45352165178E-06,3.05906089227E-06,0,1.14820606418E-06,1.41446062159E-06
b1768,0.000000425,2.59342660803E-06,1.26586205647E-06,1.85865957484E-06,1.20814436913E-06,0.000000334,1.41441865012E-06
b0637,2.73739755696E-07,3.73763579053E-07,3.64144551622E-07,5.21445305486E-07,5.55448976172E-07,3.99162412726E-07,1.41292269183E-06
b1853,3.72038148112E-06,2.29808657328E-06,4.96862407246E-06,4.74779958643E-06,3.82629192844E-06,4.06056845903E-06,1.40335166427E-06
b2575,3.03627281368E-07,4.27178505331E-07,7.34412923076E-07,9.36645099667E-07,0,7.40361343526E-07,1.3934812247E-06
b2844,7.50627154108E-06,4.17119852052E-06,3.87878386348E-06,3.70592811756E-06,2.8380841913E-06,7.45222106891E-06,1.39324133027E-06
b2449,6.54143295876E-07,5.77918787995E-07,4.28687738845E-06,1.49354786199E-06,0,1.55553172398E-06,1.3772800542E-06
b3260,3.44623529557E-07,5.35941782629E-07,1.34781119109E-06,9.63917654436E-07,8.94464588248E-07,8.56222154005E-07,1.37709949828E-06
b0807,1.41909989453E-06,6.51458435933E-07,1.23519514664E-06,0.000001871,6.40605854812E-07,8.9249747676E-07,1.3656686558E-06
b0953,5.0852134331E-07,0.000001727,9.10854184294E-07,1.4833550657E-06,1.23460111144E-06,5.31419437037E-07,1.35041391296E-06
b1322,2.7212833492E-06,1.82794571435E-06,1.84028714888E-06,2.24650879871E-06,1.96815064371E-06,2.32333878499E-06,1.34218198631E-06
b0842,0.000000329,3.25807138883E-07,1.07050917062E-08,1.52905744856E-07,0,1.25255796853E-06,1.33813646327E-06
b2017,3.52222261307E-07,8.7318244515E-07,1.09464660094E-06,8.72139592416E-07,0.000001178,1.00805916558E-06,0.000001335
b0840,1.06992530927E-06,1.45464680123E-06,1.80371206712E-06,1.8446402262E-06,2.39648810826E-06,0.000001961,1.3338521511E-06
b4240,4.41035440407E-06,1.60816420981E-06,2.42129852465E-06,0.000002143,1.87307802464E-06,2.49167514696E-06,1.33044347928E-06
b1731,4.63087055E-07,0.000000868,0.000000999,0.000000914,0,1.16094748438E-06,1.32779949111E-06
b2727,1.52438815869E-06,1.61183353563E-06,1.10549405477E-06,0.000000932,1.40054145452E-06,1.53725533211E-06,1.32157724797E-06
b2912,2.9457945127E-07,0.000000272,4.83858041724E-07,4.30843744751E-07,0,5.92345830731E-07,1.32117256103E-06
b4373,2.32322463986E-06,1.91616498046E-06,1.96647294175E-06,2.32694637883E-06,2.57771239289E-06,2.30331246687E-06,1.31962406656E-06
b1397,5.62160943527E-07,1.20889295753E-06,8.16053617878E-07,0.000001,7.19419926E-07,4.40313141057E-07,1.3183612326E-06
b4390,2.31667940225E-06,9.09470204249E-07,1.56192702914E-06,0.000001582,1.48017073621E-06,1.30480091151E-06,1.31789145024E-06
b0487,2.04111819921E-06,1.7585904707E-06,1.13032435879E-06,1.35148184722E-06,5.48557313265E-07,0.000001538,0.000001316
b1971,2.46834585983E-06,1.10861923758E-06,9.03344814148E-07,0.000001874,2.12815694649E-06,0.000001626,1.31429461371E-06
b2906,1.04166689865E-06,1.21773672453E-06,1.74014384337E-06,1.64027353338E-06,1.60961741023E-06,1.59557713376E-06,1.31231384961E-06
b4169,0.000000566,6.16251232105E-07,0.000000989,7.91151609541E-07,8.88349176443E-07,0.000000526,1.30083024557E-06
b0084,1.29881308798E-06,2.07672238654E-06,3.20659352723E-06,1.67168359855E-06,1.53439764014E-06,1.8289162587E-06,1.29930472898E-06
b0331,6.24423829983E-05,0.000001778,1.36282013644E-06,6.89681344307E-07,2.17149801593E-06,0.00000694,1.29759749985E-06
b0495,1.74561110809E-06,1.66818004952E-06,2.57762801473E-06,2.09583782546E-06,1.71536580081E-06,1.32971506671E-06,1.2927435304E-06
b1754,9.54073926591E-07,1.0835911375E-06,1.06330661136E-06,1.05836756274E-06,9.49776296291E-07,8.31455137394E-07,1.28520990616E-06
b1185,1.00163054042E-06,8.29352161241E-07,1.53290014874E-06,1.11644587384E-06,1.25906779785E-06,1.3404064661E-06,1.28407389411E-06
b1477,6.60740855926E-08,1.05017844799E-06,1.56931021331E-06,1.16730166896E-06,1.32790638137E-07,0.000000187,1.28284009627E-06
b0515,0.000001852,3.2038264176E-06,2.52652858721E-06,1.41230857436E-06,1.43838706391E-06,2.40167723372E-06,1.28230698503E-06
b2177,2.20655489873E-06,3.16583693293E-06,1.51728488999E-06,2.06227895361E-06,0,2.72849952993E-06,1.27762055559E-06
b0470,0.000002185,1.08945783051E-06,1.67813858739E-06,1.51728226103E-06,2.37393492228E-06,2.00765482044E-06,1.27430397047E-06
b3409,9.50159164288E-07,1.2345546304E-06,2.68474973126E-06,3.29752207574E-06,4.3857008794E-06,3.25723167611E-06,1.27371688563E-06
b1953,1.76570294903E-06,1.49107994544E-06,7.41500692709E-07,1.29332352812E-06,8.75520182611E-07,1.75226367196E-06,1.25787994224E-06
b3519,2.49455558514E-07,1.81164261782E-08,2.53852937894E-07,0.000000567,0,0.000000205,1.25725642345E-06
b3353,1.31475827833E-07,2.67821977637E-07,2.67316653151E-07,5.77454452211E-07,0,3.49875183598E-07,1.25568983071E-06
b3821,1.36974706828E-06,1.07454001533E-06,9.51196461912E-07,1.13147372862E-06,1.23917130351E-06,9.70859437869E-07,1.25216188555E-06
b3606,4.21371680911E-07,5.88709515111E-07,0.000000998,8.91646241035E-07,6.96109223949E-07,7.16353133257E-07,1.25034815389E-06
b0450,8.04459351308E-07,3.24533800702E-08,1.81116681767E-07,3.72466134527E-07,2.33289930188E-06,1.62589167883E-08,1.24940413507E-06
b1217,0.000002787,1.2037316192E-06,8.20447502781E-07,1.22721228185E-06,9.89770118217E-07,9.44343724654E-07,1.24586571259E-06
b3790,5.79052245155E-08,0.000000274,1.97440271248E-07,4.66270749065E-07,0,2.75403574834E-07,1.24365742061E-06
b1113,1.05676741377E-07,9.42669449909E-07,2.4288742238E-06,0.000002778,4.06278900073E-07,2.1522511762E-06,1.2371976205E-06
b0101,1.42234366318E-07,8.29123287255E-07,1.27308707807E-06,1.16518944887E-06,4.06150266743E-08,3.04947283225E-07,1.22449660857E-06
b2430,1.20253593173E-06,7.26092878506E-07,1.49748559473E-06,1.71843564183E-06,0,0.000003324,1.21583218804E-06
b0475,5.71124301953E-07,5.97451366715E-07,4.7526039337E-07,6.29259293975E-07,3.06847092265E-07,0.000000457,1.19468711089E-06
b0068,0.000000956,1.50642796754E-06,2.38531475508E-06,1.86730104433E-06,1.38509238818E-06,1.91213730091E-06,1.18411229015E-06
b1129,0.000001788,1.7845405594E-06,2.07587436733E-06,0.000001561,2.05974238226E-06,2.57990496428E-06,1.18067657206E-06
b1973,1.01485377283E-08,3.41299736211E-08,0.000000014,9.5339019627E-08,4.209509831E-10,4.82951515495E-10,1.17669436217E-06
b1279,4.55129172321E-06,0.000003353,3.86089108662E-06,3.59880996337E-06,3.71264168954E-06,3.61541980132E-06,1.17439011944E-06
b4523,8.65563616978E-07,1.00210914177E-06,3.44946294423E-07,8.53721010502E-07,0,3.08291498344E-07,1.17372367922E-06
b3973,1.08463080482E-06,6.62087280562E-07,1.54092509489E-06,1.11392597215E-06,1.38850094763E-06,1.33818252246E-06,1.16749642165E-06
b3299,1.60231351616E-05,8.54926447747E-06,5.98411465592E-06,1.12435422521E-05,1.01277405402E-05,6.45518785217E-06,1.16418317862E-06
b2563,0.000001571,0.000001243,1.08923270242E-06,0.000000995,1.56710930819E-06,1.33967253281E-06,1.15453184857E-06
b1610,4.30189952677E-07,4.78334811429E-07,3.58680650089E-07,1.8531233386E-06,0,9.68697935781E-07,1.15390926941E-06
b0802,2.8481794538E-08,2.59052014633E-07,9.65727915623E-08,5.18660690614E-07,4.75843553984E-07,9.28931596578E-07,1.14324964357E-06
b1770,0.000001184,1.83823944138E-06,2.16218508824E-06,1.12638047292E-06,1.13865364803E-06,1.63763817181E-06,1.13518903361E-06
b1256,1.88094001892E-06,4.48749539567E-06,2.53589137305E-06,2.18465150375E-06,9.8339613626E-07,3.02383729122E-06,1.1187899437E-06
b2615,0.000000502,6.27708104346E-07,4.79167144535E-07,6.56736878339E-07,3.63179889191E-07,3.70939262888E-07,1.11711189551E-06
b2253,9.70145703687E-07,0.000001222,1.04120247523E-06,1.43452403926E-06,6.9955012453E-07,7.02667725436E-07,1.1150638311E-06
b1717,1.52553410335E-06,0.000000754,1.45288402691E-06,1.99838852045E-06,3.27535911545E-06,2.52380749566E-06,1.10640621231E-06
b0158,0.00000046,4.09911155136E-07,6.41928578871E-07,1.18554740259E-06,0,5.26371903849E-07,1.10361913777E-06
b4088,2.92239579652E-06,0.000001386,3.0881540861E-06,2.48027273548E-06,0.000000894,1.51738039109E-06,1.10148939218E-06
b3651,1.48876992752E-07,6.71454304804E-07,7.46284588022E-07,6.40530409001E-07,0.000000249,4.02350786221E-07,0.000001101
b3881,1.23507654572E-06,4.8771402244E-07,4.1457791107E-07,5.88889078224E-07,0,1.07791454561E-06,1.09540271807E-06
b4378,9.57076543715E-07,0.000000814,4.80052216871E-07,7.65372508304E-07,3.60727198181E-07,3.84537951499E-07,1.09205220483E-06
b1858,4.08630930502E-07,4.70071785574E-07,1.16670475859E-07,3.33574896378E-07,0,2.7447912152E-07,1.09023061136E-06
b2714,1.16929948075E-06,1.05669541232E-06,1.74647911576E-06,2.10434218679E-06,0,1.45682090206E-06,1.08406794355E-06
b2289,2.63713383006E-06,0.000000996,3.29212603755E-06,2.36848912805E-06,1.81780079251E-06,3.07129506448E-06,1.0830716894E-06
b0868,7.64853667691E-07,6.6076555173E-07,0.000000992,6.60601427152E-07,7.24503382846E-07,7.38360951135E-07,1.07970145035E-06
