reaction_id,reaction_string,EC_number
NO2tex,Nitrite ⇒ Nitrite,
NO3R1bpp,Nitrate + Ubiquinol-8 ⇒ H2O + Nitrite + Ubiquinone-8,
NO3R1pp,2.0 H+ + Nitrate + Ubiquinol-8 ⇒ H2O + 2.0 H+ + Nitrite + Ubiquinone-8,
NO3R2bpp,Menaquinol 8 + Nitrate ⇒ H2O + Menaquinone 8 + Nitrite,1.7.99.4
NO3R2pp,2.0 H+ + Menaquinol 8 + Nitrate ⇒ H2O + 2.0 H+ + Menaquinone 8 + Nitrite,
NO3t7pp,Nitrite + Nitrate ⇒ Nitrite + Nitrate,
NO3tex,Nitrate ⇒ Nitrate,
NODOx,Nicotinamide adenine dinucleotide - reduced + 2.0 Nitric oxide + 2.0 O2 ⇒ H+ + Nicotinamide adenine dinucleotide + 2.0 Nitrate,1.14.12.17
NODOy,Nicotinamide adenine dinucleotide phosphate - reduced + 2.0 Nitric oxide + 2.0 O2 ⇒ H+ + Nicotinamide adenine dinucleotide phosphate + 2.0 Nitrate,1.14.12.17
NOVBCNtex,Novobiocin ⇒ Novobiocin,
NOVBCNtpp,H+ + Novobiocin ⇒ H+ + Novobiocin,
NOtex,Nitric oxide ⇒ Nitric oxide,
NOtpp,Nitric oxide ⇒ Nitric oxide,
NTD1,DUMP + H2O ⇒ Deoxyuridine + Phosphate,3.1.3.89
NTD10,H2O + Xanthosine 5'-phosphate ⇒ Phosphate + Xanthosine,3.1.3.5
NTD10pp,H2O + Xanthosine 5'-phosphate ⇒ Phosphate + Xanthosine,3.1.3.5
NTD11,H2O + IMP ⇒ Inosine + Phosphate,3.1.3.5
NTD11pp,H2O + IMP ⇒ Inosine + Phosphate,3.1.3.5
NTD12,DIMP + H2O ⇒ Deoxyinosine + Phosphate,
NTD12pp,DIMP + H2O ⇒ Deoxyinosine + Phosphate,
NTD1pp,DUMP + H2O ⇒ Deoxyuridine + Phosphate,3.1.3.89
NTD2,H2O + UMP ⇒ Phosphate + Uridine,3.1.3.5
NTD2pp,H2O + UMP ⇒ Phosphate + Uridine,3.1.3.5
NTD3,DCMP + H2O ⇒ Deoxycytidine + Phosphate,3.1.3.89
NTD3pp,DCMP + H2O ⇒ Deoxycytidine + Phosphate,3.1.3.89
NTD4,CMP + H2O ⇒ Cytidine + Phosphate,3.1.3.91
NTD4pp,CMP + H2O ⇒ Cytidine + Phosphate,3.1.3.91
NTD5,DTMP + H2O ⇒ Phosphate + Thymidine,3.1.3.89
NTD5pp,DTMP + H2O ⇒ Phosphate + Thymidine,3.1.3.89
NTD6,DAMP + H2O ⇒ Deoxyadenosine + Phosphate,3.1.3.89
NTD6pp,DAMP + H2O ⇒ Deoxyadenosine + Phosphate,3.1.3.89
NTD7,AMP + H2O ⇒ Adenosine + Phosphate,3.1.3.5
NTD7pp,AMP + H2O ⇒ Adenosine + Phosphate,3.1.3.5
NTD8,DGMP + H2O ⇒ Deoxyguanosine + Phosphate,3.1.3.89
NTD8pp,DGMP + H2O ⇒ Deoxyguanosine + Phosphate,3.1.3.89
NTD9,GMP + H2O ⇒ Guanosine + Phosphate,3.1.3.5
NTD9pp,GMP + H2O ⇒ Guanosine + Phosphate,3.1.3.5
NTP1,ATP + H2O ⇒ ADP + H+ + Phosphate,3.6.4.9
NTP10,H2O + ITP ⇒ H+ + IDP + Phosphate,3.6.1.5
NTP11,DITP + H2O ⇒ DIDP + H+ + Phosphate,
NTP12,H2O + XTP ⇒ H+ + Phosphate + XDP,3.6.1
NTP3,GTP + H2O ⇒ GDP + H+ + Phosphate,3.6.5.6
NTP3pp,GTP + H2O ⇒ GDP + H+ + Phosphate,3.6.5.6
NTP5,CTP + H2O ⇒ CDP + H+ + Phosphate,3.6.1.5
NTPP1,DGTP + H2O ⇒ DGMP + H+ + Diphosphate,3.6.1.19
NTPP10,DITP + H2O ⇒ DIMP + H+ + Diphosphate,3.6.1.66
NTPP11,H2O + XTP ⇒ H+ + Diphosphate + Xanthosine 5'-phosphate,3.6.1.66
NTPP2,GTP + H2O ⇒ GMP + H+ + Diphosphate,3.6.1.8
NTPP3,DCTP + H2O ⇒ DCMP + H+ + Diphosphate,3.6.1.65
NTPP4,CTP + H2O ⇒ CMP + H+ + Diphosphate,3.6.1.8
NTPP5,DATP + H2O ⇒ DAMP + H+ + Diphosphate,3.6.1.19
NTPP6,ATP + H2O ⇒ AMP + H+ + Diphosphate,3.6.1.8
NTPP7,DTTP + H2O ⇒ DTMP + H+ + Diphosphate,3.6.1.19
NTPP8,H2O + UTP ⇒ H+ + Diphosphate + UMP,3.6.1.8
NTPP9,H2O + ITP ⇒ H+ + IMP + Diphosphate,3.6.1.8
NTPTP1,DGTP + H2O ⇒ Deoxyguanosine + Inorganic triphosphate,3.1.5.1
NTPTP2,GTP + H2O ⇒ Guanosine + Inorganic triphosphate,
NTRIR2x,5.0 H+ + 3.0 Nicotinamide adenine dinucleotide - reduced + Nitrite ⇒ 2.0 H2O + 3.0 Nicotinamide adenine dinucleotide + Ammonium,1.7.1.4
NTRIR3pp,2.0 H+ + Nitrite + 3.0 Ubiquinol-8 ⇒ 2.0 H2O + Ammonium + 3.0 Ubiquinone-8,
NTRIR4pp,2.0 H+ + 3.0 Menaquinol 8 + Nitrite ⇒ 2.0 H2O + 3.0 Menaquinone 8 + Ammonium,
O16A4COLIPAabctex,ATP + H2O + (O16 antigen)x4 core oligosaccharide lipid A ⇒ ADP + H+ + (O16 antigen)x4 core oligosaccharide lipid A + Phosphate,
O16A4Lpp,Core oligosaccharide lipid A + (O16 antigen)x4 undecaprenyl diphosphate ⇒ H+ + (O16 antigen)x4 core oligosaccharide lipid A + Undecaprenyl diphosphate,
O16AP1pp,2.0 O16 antigen undecaprenyl diphosphate ⇒ H+ + (O16 antigen)x2 undecaprenyl diphosphate + Undecaprenyl diphosphate,
O16AP2pp,(O16 antigen)x2 undecaprenyl diphosphate + O16 antigen undecaprenyl diphosphate ⇒ H+ + (O16 antigen)x3 undecaprenyl diphosphate + Undecaprenyl diphosphate,
O16AP3pp,(O16 antigen)x3 undecaprenyl diphosphate + O16 antigen undecaprenyl diphosphate ⇒ H+ + (O16 antigen)x4 undecaprenyl diphosphate + Undecaprenyl diphosphate,
O16AT,Acetyl-CoA + Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate ⇒ O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate + Coenzyme A,
O16AUNDtpp,O16 antigen undecaprenyl diphosphate ⇒ O16 antigen undecaprenyl diphosphate,
O16GALFT,"Glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate + UDP-D-galacto-1,4-furanose ⇒ Galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate + H+ + UDP",
O16GLCT1,O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate + UDPglucose ⇒ Glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate + H+ + UDP,
O16GLCT2,Galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate + UDPglucose ⇒ H+ + O16 antigen undecaprenyl diphosphate + UDP,
O2Stex,Superoxide anion ⇒ Superoxide anion,
O2tex,O2 ⇒ O2,
O2tpp,O2 ⇒ O2,
OAADC,H+ + Oxaloacetate ⇒ CO2 + Pyruvate,4.1.1.3
OBTFL,2-Oxobutanoate + Coenzyme A ⇒ Formate + Propanoyl-CoA,2.3.1.54
OCBT,Carbamoyl phosphate + Ornithine ⇒ L-Citrulline + H+ + Phosphate,2.1.3.3
OCDCAtexi,Octadecanoate (n-C18:0) ⇒ Octadecanoate (n-C18:0),
OCDCEAtexi,Octadecenoate (n-C18:1) ⇒ Octadecenoate (n-C18:1),
OCTAtex,Octanoate (n-C8:0) ⇒ Octanoate (n-C8:0),
OCTDPS,Farnesyl diphosphate + 5.0 Isopentenyl diphosphate ⇒ All-trans-Octaprenyl diphosphate + 5.0 Diphosphate,2.5.1.90
OCTNLL,ATP + H+ + Octanoate (n-C8:0) ⇒ AMP + Octanoate (protein bound) + Diphosphate,
OGMEACPD,3-Hydroxyglutaryl-[acyl-carrier protein] methyl ester ⇒ Enoylglutaryl-[acyl-carrier protein] methyl ester + H2O,4.2.1.59
OGMEACPR,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + 3-Oxo-glutaryl-[acyl-carrier protein] methyl ester ⇒ 3-Hydroxyglutaryl-[acyl-carrier protein] methyl ester + Nicotinamide adenine dinucleotide phosphate,
OGMEACPS,H+ + Malonyl-[acyl-carrier protein] + Malonyl-CoA methyl ester ⇒ CO2 + Coenzyme A + 3-Oxo-glutaryl-[acyl-carrier protein] methyl ester,
OHPBAT,L-Glutamate + 2-Oxo-3-hydroxy-4-phosphobutanoate ⇒ 2-Oxoglutarate + O-Phospho-4-hydroxy-L-threonine,2.6.1.52
OHPHM,2-Octaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine ⇒ 2-Octaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine + H+,2.1.1.222
OMBZLM,"2-Octaprenyl-6-methoxy-1,4-benzoquinol + S-Adenosyl-L-methionine ⇒ 2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol + S-Adenosyl-L-homocysteine + H+",
OMCDC,3-Carboxy-4-methyl-2-oxopentanoate + H+ ⇒ 4-Methyl-2-oxopentanoate + CO2,1.1.1.85
OMMBLHX,"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol + 0.5 O2 ⇒ 2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol",
OMMBLHX3,"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol + 2.0 ATP + 3.0 H2O + Nicotinamide adenine dinucleotide ⇒ 2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol + 2.0 ADP + 3.0 H+ + Nicotinamide adenine dinucleotide - reduced + 2.0 Phosphate",
OMPDC,H+ + Orotidine 5'-phosphate ⇒ CO2 + UMP,4.1.1.23
OMPHHX,"2-Octaprenyl-6-methoxyphenol + 0.5 O2 ⇒ 2-Octaprenyl-6-methoxy-1,4-benzoquinol",
OMPHHX3,"2-Octaprenyl-6-methoxyphenol + 2.0 ATP + 3.0 H2O + Nicotinamide adenine dinucleotide ⇒ 2-Octaprenyl-6-methoxy-1,4-benzoquinol + 2.0 ADP + 3.0 H+ + Nicotinamide adenine dinucleotide - reduced + 2.0 Phosphate",
OP4ENH,H2O + 2-Oxopent-4-enoate ⇒ 4-Hydroxy-2-oxopentanoate,4.2.1.80
OPHBDC,3-Octaprenyl-4-hydroxybenzoate + H+ ⇒ 2-Octaprenylphenol + CO2,4.1.1.98
OPHHX,2-Octaprenylphenol + 0.5 O2 ⇒ 2-Octaprenyl-6-hydroxyphenol,
OPHHX3,2-Octaprenylphenol + 2.0 ATP + 3.0 H2O + Nicotinamide adenine dinucleotide ⇒ 2-Octaprenyl-6-hydroxyphenol + 2.0 ADP + 3.0 H+ + Nicotinamide adenine dinucleotide - reduced + 2.0 Phosphate,
OPMEACPD,3-Hydroxypimeloyl-[acyl-carrier protein] methyl ester ⇒ Enoylpimeloyl-[acyl-carrier protein] methyl ester + H2O,4.2.1.59
OPMEACPR,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + 3-Oxo-pimeloyl-[acyl-carrier protein] methyl ester ⇒ 3-Hydroxypimeloyl-[acyl-carrier protein] methyl ester + Nicotinamide adenine dinucleotide phosphate,
OPMEACPS,Glutaryl-[acyl-carrier protein] methyl ester + H+ + Malonyl-[acyl-carrier protein] ⇒ Acyl carrier protein + CO2 + 3-Oxo-pimeloyl-[acyl-carrier protein] methyl ester,
ORNDC,H+ + Ornithine ⇒ CO2 + Putrescine,4.1.1.17
ORNabcpp,ATP + H2O + Ornithine ⇒ ADP + H+ + Ornithine + Phosphate,3.6.3.21
ORNtex,Ornithine ⇒ Ornithine,
OROTt2_2pp,2.0 H+ + Orotate ⇒ 2.0 H+ + Orotate,
OROTtex,Orotate ⇒ Orotate,
ORPT,Orotidine 5'-phosphate + Diphosphate ⇒ Orotate + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.10
OXAMTC,Oxalureate + Phosphate ⇒ Carbamoyl phosphate + Oxamate,2.1.3.5
OXCDC,H+ + Oxalyl-CoA ⇒ CO2 + Formyl-CoA,4.1.1.8
OXCOAHDH,"2-oxepin-2(3H)-ylideneacetyl-CoA + 2.0 H2O + Nicotinamide adenine dinucleotide phosphate ⇒ 3-oxo-5,6-dehydrosuberyl-CoA + 2.0 H+ + Nicotinamide adenine dinucleotide phosphate - reduced",
OXDHCOAT,"3-oxo-5,6-dehydrosuberyl-CoA + Coenzyme A ⇒ 2,3-dehydroadipyl-CoA + Acetyl-CoA",2.3.1.223
P5CD,1-Pyrroline-5-carboxylate + 2.0 H2O + Nicotinamide adenine dinucleotide ⇒ L-Glutamate + H+ + Nicotinamide adenine dinucleotide - reduced,1.5.1.12
P5CR,1-Pyrroline-5-carboxylate + 2.0 H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide phosphate + L-Proline,1.5.1.2
PA120abcpp,"ATP + H2O + 1,2-didodecanoyl-sn-glycerol 3-phosphate ⇒ ADP + H+ + 1,2-didodecanoyl-sn-glycerol 3-phosphate + Phosphate",
PA140abcpp,"ATP + H2O + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate ⇒ ADP + H+ + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate + Phosphate",
PA141abcpp,"ATP + H2O + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate ⇒ ADP + H+ + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate + Phosphate",
PA160abcpp,"ATP + H2O + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate ⇒ ADP + H+ + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate + Phosphate",
PA161abcpp,"ATP + H2O + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate ⇒ ADP + H+ + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate + Phosphate",
PA180abcpp,"ATP + H2O + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate ⇒ ADP + H+ + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate + Phosphate",
PA181abcpp,"ATP + H2O + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate ⇒ ADP + H+ + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate + Phosphate",
PACALDt2rpp,H+ + Phenylacetaldehyde ⇒ H+ + Phenylacetaldehyde,
PACALDtex,Phenylacetaldehyde ⇒ Phenylacetaldehyde,
PACCOAE,"H+ + Nicotinamide adenine dinucleotide phosphate - reduced + O2 + Phenylacetyl-CoA ⇒ H2O + Nicotinamide adenine dinucleotide phosphate + Ring 1,2-epoxyphenylacetyl-CoA",
PACCOAL,ATP + Coenzyme A + Phenylacetic acid ⇒ AMP + Phenylacetyl-CoA + Diphosphate,6.2.1.30
PANTS,Beta-Alanine + ATP + (R)-Pantoate ⇒ AMP + H+ + (R)-Pantothenate + Diphosphate,6.3.2.1
PAPA120,"H2O + 1,2-didodecanoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0) + Phosphate",
PAPA120pp,"H2O + 1,2-didodecanoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0) + Phosphate",
PAPA140,"H2O + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0) + Phosphate",
PAPA140pp,"H2O + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0) + Phosphate",
PAPA141,"H2O + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1) + Phosphate",
PAPA141pp,"H2O + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1) + Phosphate",
PAPA160,"H2O + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0) + Phosphate",3.1.3.4
PAPA160pp,"H2O + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0) + Phosphate",3.1.3.4
PAPA161,"H2O + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1) + Phosphate",
PAPA161pp,"H2O + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1) + Phosphate",
PAPA180,"H2O + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0) + Phosphate",
PAPA180pp,"H2O + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0) + Phosphate",
PAPA181,"H2O + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1) + Phosphate",
PAPA181pp,"H2O + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate ⇒ 1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1) + Phosphate",
PAPPT3,"Undecaprenyl phosphate + UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine ⇒ Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine + UMP",2.7.8.13
PAPSR,"3'-Phosphoadenylyl sulfate + Reduced thioredoxin ⇒ 2.0 H+ + Adenosine 3',5'-bisphosphate + Sulfite + Oxidized thioredoxin",1.8.4.8
PAPSR2,"Glutaredoxin (reduced) + 3'-Phosphoadenylyl sulfate ⇒ Glutaredoxin (oxidized) + 2.0 H+ + Adenosine 3',5'-bisphosphate + Sulfite",1.8.4.8
PDE1,CAMP + H2O ⇒ AMP + H+,3.1.4.53
PDE4,"3',5'-Cyclic GMP + H2O ⇒ GMP + H+",3.1.4.35
PDH,Coenzyme A + Nicotinamide adenine dinucleotide + Pyruvate ⇒ Acetyl-CoA + CO2 + Nicotinamide adenine dinucleotide - reduced,1.2.4.1
PDX5PO2,Nicotinamide adenine dinucleotide + Pyridoxine 5'-phosphate ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + Pyridoxal 5'-phosphate,
PDX5POi,O2 + Pyridoxine 5'-phosphate ⇒ Hydrogen peroxide + Pyridoxal 5'-phosphate,1.4.3.5
PDX5PS,1-deoxy-D-xylulose 5-phosphate + Nicotinamide adenine dinucleotide + O-Phospho-4-hydroxy-L-threonine ⇒ CO2 + 2.0 H2O + H+ + Nicotinamide adenine dinucleotide - reduced + Pyridoxine 5'-phosphate + Phosphate,
PDXPP,H2O + Pyridoxine 5'-phosphate ⇒ Phosphate + Pyridoxine,3.1.3.74
PE120abcpp,"ATP + H2O + Phosphatidylethanolamine (didodecanoyl, n-C12:0) ⇒ ADP + H+ + Phosphatidylethanolamine (didodecanoyl, n-C12:0) + Phosphate",
PE140abcpp,"ATP + H2O + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0) ⇒ ADP + H+ + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0) + Phosphate",
PE141abcpp,"ATP + H2O + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1) ⇒ ADP + H+ + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1) + Phosphate",
PE160abcpp,"ATP + H2O + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0) ⇒ ADP + H+ + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0) + Phosphate",
PE161abcpp,"ATP + H2O + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) ⇒ ADP + H+ + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) + Phosphate",
PE180abcpp,"ATP + H2O + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0) ⇒ ADP + H+ + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0) + Phosphate",
PE181abcpp,"ATP + H2O + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1) ⇒ ADP + H+ + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1) + Phosphate",
PEAMNOpp,H2O + O2 + Phenethylamine ⇒ Hydrogen peroxide + Ammonium + Phenylacetaldehyde,1.4.3.6
PEAMNtex,Phenethylamine ⇒ Phenethylamine,
PERD,4-Phospho-D-erythronate + Nicotinamide adenine dinucleotide ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + 2-Oxo-3-hydroxy-4-phosphobutanoate,1.1.1.290
PETNT161pp,"KDO(2)-lipid (A) + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) ⇒ 1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1) + Phosphoethanolamine KDO(2)-lipid (A)",
PETNT181pp,"KDO(2)-lipid (A) + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1) ⇒ 1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1) + Phosphoethanolamine KDO(2)-lipid (A)",
PFK,"ATP + D-Fructose 6-phosphate ⇒ ADP + D-Fructose 1,6-bisphosphate + H+",2.7.1.11
PFK_2,"ATP + D-Tagatose 6-phosphate ⇒ ADP + H+ + D-Tagatose 1,6-biphosphate",2.7.1.56
PFK_3,"ATP + Sedoheptulose 7-phosphate ⇒ ADP + H+ + Sedoheptulose 1,7-bisphosphate",2.7.1.11
PFL,Coenzyme A + Pyruvate ⇒ Acetyl-CoA + Formate,2.3.1.54
PG120abcpp,"ATP + H2O + Phosphatidylglycerol (didodecanoyl, n-C12:0) ⇒ ADP + H+ + Phosphatidylglycerol (didodecanoyl, n-C12:0) + Phosphate",
PG140abcpp,"ATP + H2O + Phosphatidylglycerol (ditetradecanoyl, n-C14:0) ⇒ ADP + H+ + Phosphatidylglycerol (ditetradecanoyl, n-C14:0) + Phosphate",
PG141abcpp,"ATP + H2O + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) ⇒ ADP + H+ + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) + Phosphate",
PG160abcpp,"ATP + H2O + Phosphatidylglycerol (dihexadecanoyl, n-C16:0) ⇒ ADP + H+ + Phosphatidylglycerol (dihexadecanoyl, n-C16:0) + Phosphate",
PG161abcpp,"ATP + H2O + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) ⇒ ADP + H+ + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) + Phosphate",
PG180abcpp,"ATP + H2O + Phosphatidylglycerol (dioctadecanoyl, n-C18:0) ⇒ ADP + H+ + Phosphatidylglycerol (dioctadecanoyl, n-C18:0) + Phosphate",
PG181abcpp,"ATP + H2O + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) ⇒ ADP + H+ + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) + Phosphate",
PGAMT,D-Glucosamine 1-phosphate ⇒ D-Glucosamine 6-phosphate,5.4.2.10
PGCD,3-Phospho-D-glycerate + Nicotinamide adenine dinucleotide ⇒ 3-Phosphohydroxypyruvate + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.95
PGI,D-Glucose 6-phosphate ⇒ D-Fructose 6-phosphate,5.3.1.9
PGK,3-Phospho-D-glycerate + ATP ⇒ 3-Phospho-D-glyceroyl phosphate + ADP,2.7.2.3
PGL,"6-phospho-D-glucono-1,5-lactone + H2O ⇒ 6-Phospho-D-gluconate + H+",3.1.1.31
PGLYCP,2-Phosphoglycolate + H2O ⇒ Glycolate + Phosphate,3.1.3.18
PGM,D-Glycerate 2-phosphate ⇒ 3-Phospho-D-glycerate,5.4.2.12
PGMT,D-Glucose 1-phosphate ⇒ D-Glucose 6-phosphate,5.4.2.5
PGP120abcpp,"ATP + H2O + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0) ⇒ ADP + H+ + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0) + Phosphate",
PGP140abcpp,"ATP + H2O + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0) ⇒ ADP + H+ + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0) + Phosphate",
PGP141abcpp,"ATP + H2O + Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1) ⇒ ADP + H+ + Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1) + Phosphate",
PGP160abcpp,"ATP + H2O + Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0) ⇒ ADP + H+ + Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0) + Phosphate",
PGP161abcpp,"ATP + H2O + Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1) ⇒ ADP + H+ + Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1) + Phosphate",
PGP180abcpp,"ATP + H2O + Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0) ⇒ ADP + H+ + Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0) + Phosphate",
PGP181abcpp,"ATP + H2O + Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1) ⇒ ADP + H+ + Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1) + Phosphate",
PGPP120,"H2O + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0) ⇒ Phosphatidylglycerol (didodecanoyl, n-C12:0) + Phosphate",3.1.3.27
PGPP120pp,"H2O + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0) ⇒ Phosphatidylglycerol (didodecanoyl, n-C12:0) + Phosphate",3.1.3.27
PGPP140,"H2O + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0) ⇒ Phosphatidylglycerol (ditetradecanoyl, n-C14:0) + Phosphate",
PGPP140pp,"H2O + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0) ⇒ Phosphatidylglycerol (ditetradecanoyl, n-C14:0) + Phosphate",
PGPP141,"H2O + Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1) ⇒ Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) + Phosphate",
PGPP141pp,"H2O + Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1) ⇒ Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) + Phosphate",
PGPP160,"H2O + Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0) ⇒ Phosphatidylglycerol (dihexadecanoyl, n-C16:0) + Phosphate",3.1.3.27
PGPP160pp,"H2O + Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0) ⇒ Phosphatidylglycerol (dihexadecanoyl, n-C16:0) + Phosphate",3.1.3.27
PGPP161,"H2O + Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1) ⇒ Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) + Phosphate",3.1.3.27
