,BIGG_id,reaction_id,reaction_string,EC_number
1746,MCTP1Bpp,MCTP1Bpp,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanyl-D-alanine + Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)",
1747,MCTP2App,MCTP2App,"Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) ⇒ 2.0 D-Alanine + Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)",
1748,MDDCP1pp,MDDCP1pp,"H2O + Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain) ⇒ D-Alanine + Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",3.4.16.4
1749,MDDCP2pp,MDDCP2pp,H2O + Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain) ⇒ D-Alanine + Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),3.4.16.4
1750,MDDCP3pp,MDDCP3pp,"H2O + Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",3.4.16.4
1751,MDDCP4pp,MDDCP4pp,"H2O + Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",3.4.16.4
1752,MDDCP5pp,MDDCP5pp,"H2O + Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",3.4.16.4
1753,MDDEP1pp,MDDEP1pp,"H2O + Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain) ⇒ Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",
1754,MDDEP2pp,MDDEP2pp,"H2O + Two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain) ⇒ Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",
1755,MDDEP3pp,MDDEP3pp,"H2O + Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain) ⇒ Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",
1756,MDDEP4pp,MDDEP4pp,"H2O + Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain) ⇒ Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)",
1757,MDH,MDH,L-Malate + Nicotinamide adenine dinucleotide ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + Oxaloacetate,1.1.1.37
1758,MDH2,MDH2,L-Malate + Ubiquinone-8 ⇒ Oxaloacetate + Ubiquinol-8,
1759,MDH3,MDH3,L-Malate + Menaquinone 8 ⇒ Menaquinol 8 + Oxaloacetate,
1760,ME1,ME1,L-Malate + Nicotinamide adenine dinucleotide ⇒ CO2 + Nicotinamide adenine dinucleotide - reduced + Pyruvate,1.1.1.39
1761,ME2,ME2,L-Malate + Nicotinamide adenine dinucleotide phosphate ⇒ CO2 + Nicotinamide adenine dinucleotide phosphate - reduced + Pyruvate,1.1.1.40
1762,MECDPDH5,MECDPDH5,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate + 2.0 Flavodoxin reduced + H+ ⇒ 2.0 Flavodoxin semi oxidized + 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + H2O",
1763,MECDPS,MECDPS,"2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol ⇒ 2-C-methyl-D-erythritol 2,4-cyclodiphosphate + CMP",4.6.1.12
1764,MELIBt2pp,MELIBt2pp,H+ + Melibiose ⇒ H+ + Melibiose,
1765,MELIBt3ipp,MELIBt3ipp,H+ + Melibiose ⇒ H+ + Melibiose,
1766,MELIBtex,MELIBtex,Melibiose ⇒ Melibiose,
1767,MEOHtex,MEOHtex,Methanol ⇒ Methanol,
1768,MEOHtrpp,MEOHtrpp,Methanol ⇒ Methanol,
1769,MEPCT,MEPCT,2-C-methyl-D-erythritol 4-phosphate + CTP + H+ ⇒ 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + Diphosphate,2.7.7.60
1770,METAT,METAT,ATP + H2O + L-Methionine ⇒ S-Adenosyl-L-methionine + Phosphate + Diphosphate,2.5.1.6
1771,METDabcpp,METDabcpp,ATP + H2O + D-Methionine ⇒ ADP + H+ + D-Methionine + Phosphate,
1772,METDtex,METDtex,D-Methionine ⇒ D-Methionine,
1773,METOX1s,METOX1s,Hydrogen peroxide + L-Methionine ⇒ H2O + L-Methionine Sulfoxide,
1774,METOX2s,METOX2s,Hydrogen peroxide + L-Methionine ⇒ H2O + L-methionine-R-sulfoxide,
1775,METS,METS,"5-Methyltetrahydrofolate + L-Homocysteine ⇒ H+ + L-Methionine + 5,6,7,8-Tetrahydrofolate",2.1.1.13
1776,METSOX1abcpp,METSOX1abcpp,ATP + H2O + L-Methionine Sulfoxide ⇒ ADP + H+ + L-Methionine Sulfoxide + Phosphate,
1777,METSOX1tex,METSOX1tex,L-Methionine Sulfoxide ⇒ L-Methionine Sulfoxide,
1778,METSOX2abcpp,METSOX2abcpp,ATP + H2O + L-methionine-R-sulfoxide ⇒ ADP + H+ + L-methionine-R-sulfoxide + Phosphate,
1779,METSOX2tex,METSOX2tex,L-methionine-R-sulfoxide ⇒ L-methionine-R-sulfoxide,
1780,METSOXR1,METSOXR1,L-Methionine Sulfoxide + Reduced thioredoxin ⇒ H2O + L-Methionine + Oxidized thioredoxin,1.8.4.14
1781,METSOXR2,METSOXR2,L-methionine-R-sulfoxide + Reduced thioredoxin ⇒ H2O + L-Methionine + Oxidized thioredoxin,
1782,METTRS,METTRS,ATP + L-Methionine + TRNA(Met) ⇒ AMP + L-Methionyl-tRNA (Met) + Diphosphate,6.1.1.10
1783,METabcpp,METabcpp,ATP + H2O + L-Methionine ⇒ ADP + H+ + L-Methionine + Phosphate,
1784,METtex,METtex,L-Methionine ⇒ L-Methionine,
1785,MG2t3_2pp,MG2t3_2pp,2.0 H+ + Magnesium ⇒ 2.0 H+ + Magnesium,
1786,MG2tex,MG2tex,Magnesium ⇒ Magnesium,
1787,MG2tpp,MG2tpp,Magnesium ⇒ Magnesium,
1788,MG2uabcpp,MG2uabcpp,ATP + H2O + Magnesium ⇒ ADP + H+ + Magnesium + Phosphate,3.6.3.2
1789,MGSA,MGSA,Dihydroxyacetone phosphate ⇒ Methylglyoxal + Phosphate,4.2.3.3
1790,MI1PP,MI1PP,H2O + 1D-myo-Inositol 1-phosphate ⇒ Myo-Inositol + Phosphate,3.1.3.25
1791,MICITDr,MICITDr,Cis-2-Methylaconitate + H2O ⇒ Methylisocitrate,4.2.1.99
1792,MINCYCtex,MINCYCtex,Minocycline ⇒ Minocycline,
1793,MINCYCtpp,MINCYCtpp,H+ + Minocycline ⇒ H+ + Minocycline,
1794,MINOHPtexi,MINOHPtexi,Myo-Inositol hexakisphosphate ⇒ Myo-Inositol hexakisphosphate,
1795,MLDCP1App,MLDCP1App,"H2O + Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain) ⇒ D-Alanyl-D-alanine + Two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",3.4.17.13
1796,MLDCP1Bpp,MLDCP1Bpp,"H2O + Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",3.4.17.13
1797,MLDCP2App,MLDCP2App,"H2O + Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanyl-D-alanine + Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",3.4.17.13
1798,MLDCP2Bpp,MLDCP2Bpp,"H2O + Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)",3.4.17.13
1799,MLDCP3App,MLDCP3App,"H2O + Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain) ⇒ D-Alanyl-D-alanine + Two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)",3.4.17.13
1800,MLDEP1pp,MLDEP1pp,"H2O + Two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain) ⇒ Two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)",
1801,MLDEP2pp,MLDEP2pp,"H2O + Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain) ⇒ Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",
1802,MLTG1,MLTG1,H2O + Maltotriose ⇒ D-Glucose + Maltose,3.2.1.20
1803,MLTG2,MLTG2,H2O + Maltotetraose ⇒ D-Glucose + Maltotriose,
1804,MLTG3,MLTG3,H2O + Maltopentaose ⇒ D-Glucose + Maltotetraose,3.2.1.74
1805,MLTG4,MLTG4,H2O + Maltohexaose ⇒ D-Glucose + Maltopentaose,
1806,MLTG5,MLTG5,H2O + Maltoheptaose ⇒ D-Glucose + Maltohexaose,
1807,MLTGY1pp,MLTGY1pp,"Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain) ⇒ 2.0 N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide",
1808,MLTGY2pp,MLTGY2pp,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain) ⇒ N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide + N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide",
1809,MLTGY3pp,MLTGY3pp,"Two linked disacharide tripeptide murein units (uncrosslinked, middle of chain) ⇒ 2.0 N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide",
1810,MLTGY4pp,MLTGY4pp,"Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain) ⇒ N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide + Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",
1811,MLTP1,MLTP1,Maltopentaose + Phosphate ⇒ D-Glucose 1-phosphate + Maltotetraose,2.4.1.1
1812,MLTP2,MLTP2,Maltohexaose + Phosphate ⇒ D-Glucose 1-phosphate + Maltopentaose,2.4.1.1
1813,MLTP3,MLTP3,Maltoheptaose + Phosphate ⇒ D-Glucose 1-phosphate + Maltohexaose,2.4.1.1
1814,MMCD,MMCD,H+ + (S)-Methylmalonyl-CoA ⇒ CO2 + Propanoyl-CoA,4.1.1.9
1815,MMETt2pp,MMETt2pp,H+ + S-Methyl-L-methionine ⇒ H+ + S-Methyl-L-methionine,
1816,MMETtex,MMETtex,S-Methyl-L-methionine ⇒ S-Methyl-L-methionine,
1817,MMM,MMM,Succinyl-CoA ⇒ (S)-Methylmalonyl-CoA,
1818,MN2t3pp,MN2t3pp,H+ + Mn2+ ⇒ H+ + Mn2+,
1819,MN2tpp,MN2tpp,Mn2+ ⇒ Mn2+,
1820,MN6PP,MN6PP,H2O + D-Mannose 6-phosphate ⇒ D-Mannose + Phosphate,
1821,MNLptspp,MNLptspp,D-Mannitol + Phosphoenolpyruvate ⇒ D-Mannitol 1-phosphate + Pyruvate,
1822,MNLtex,MNLtex,D-Mannitol ⇒ D-Mannitol,
1823,MNNH,MNNH,D-Mannonate ⇒ 2-Dehydro-3-deoxy-D-gluconate + H2O,4.2.1.8
1824,MNt2pp,MNt2pp,H+ + Mn2+ ⇒ H+ + Mn2+,
1825,MNtex,MNtex,Mn2+ ⇒ Mn2+,
1826,MOADSUx,MOADSUx,IscS with bound sulfur + MoaD Protein with bound AMP + Nicotinamide adenine dinucleotide - reduced ⇒ AMP + IscS sulfur acceptor protein + MoaD Protein with thiocarboxylate + Nicotinamide adenine dinucleotide,
1827,MOAT,MOAT,"CMP-3-deoxy-D-manno-octulosonate + 2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate ⇒ CMP + H+ + KDO-lipid IV(A)",2.4.99.12
1828,MOAT2,MOAT2,CMP-3-deoxy-D-manno-octulosonate + KDO-lipid IV(A) ⇒ CMP + H+ + KDO(2)-lipid IV(A),2.4.99.13
1829,MOAT3C,MOAT3C,CMP-3-deoxy-D-manno-octulosonate + Phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA ⇒ CMP + H+ + Kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,
1830,MOBDabcpp,MOBDabcpp,ATP + H2O + Molybdate ⇒ ADP + H+ + Molybdate + Phosphate,3.6.3.29
1831,MOBDtex,MOBDtex,Molybdate ⇒ Molybdate,
1832,MOCDS,MOCDS,CTP + H+ + Molybdenum cofactor ⇒ Molybdopterin cytosine dinucleotide + Diphosphate,
1833,MOCOS,MOCOS,2.0 H+ + Molybdate + Adenylated molybdopterin ⇒ AMP + Cu2+ + H2O + Molybdenum cofactor,
1834,MOGDS,MOGDS,GTP + H+ + Molybdenum cofactor ⇒ Molybdopterin guanine dinucleotide + Diphosphate,
1835,MOHMT,MOHMT,"3-Methyl-2-oxobutanoate + H2O + 5,10-Methylenetetrahydrofolate ⇒ 2-Dehydropantoate + 5,6,7,8-Tetrahydrofolate",2.1.2.11
1836,MOX,MOX,L-Malate + O2 ⇒ Hydrogen peroxide + Oxaloacetate,1.1.5.4
1837,MPTAT,MPTAT,ATP + H+ + Molybdopterin ⇒ Adenylated molybdopterin + Diphosphate,
1838,MPTG,MPTG,"2.0 Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala ⇒ 2.0 H+ + Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) + 2.0 Undecaprenyl diphosphate",
1839,MPTG2,MPTG2,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala ⇒ H+ + Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) + Undecaprenyl diphosphate",
1840,MPTS,MPTS,Cyclic pyranopterin monophosphate + Cu2+ + 2.0 MoaD Protein with thiocarboxylate ⇒ 5.0 H+ + 2.0 MoaD Protein with carboxylate + Molybdopterin,
1841,MPTSS,MPTSS,ATP + H+ + MoaD Protein with carboxylate ⇒ MoaD Protein with bound AMP + Diphosphate,
1842,MSAR,MSAR,H+ + Malonate semialdehyde + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ 3-Hydroxypropanoate + Nicotinamide adenine dinucleotide phosphate,1.1.1.298
1843,MSO3abcpp,MSO3abcpp,ATP + H2O + Methanesulfonate ⇒ ADP + H+ + Methanesulfonate + Phosphate,
1844,MSO3tex,MSO3tex,Methanesulfonate ⇒ Methanesulfonate,
1845,MTAN,MTAN,5-Methylthioadenosine + H2O ⇒ 5-Methylthio-D-ribose + Adenine,3.2.2.9
1846,MTHFC,MTHFC,"H2O + 5,10-Methenyltetrahydrofolate ⇒ 10-Formyltetrahydrofolate + H+",3.5.4.9
1847,MTHFD,MTHFD,"5,10-Methylenetetrahydrofolate + Nicotinamide adenine dinucleotide phosphate ⇒ 5,10-Methenyltetrahydrofolate + Nicotinamide adenine dinucleotide phosphate - reduced",1.5.1.5
1848,MTHFR2,MTHFR2,"2.0 H+ + 5,10-Methylenetetrahydrofolate + Nicotinamide adenine dinucleotide - reduced ⇒ 5-Methyltetrahydrofolate + Nicotinamide adenine dinucleotide",1.5.1.20
1849,MTHTHFSs,MTHTHFSs,"H2O + (2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one ⇒ (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",
1850,MTRPOX,MTRPOX,N-Methyltryptophan + H2O + O2 ⇒ Formaldehyde + Hydrogen peroxide + L-Tryptophan,1.5.3.2
1851,N2Otex,N2Otex,Nitrous oxide ⇒ Nitrous oxide,
1852,N2Otpp,N2Otpp,Nitrous oxide ⇒ Nitrous oxide,
1853,NACODA,NACODA,N-Acetyl-L-glutamate 5-semialdehyde + H2O ⇒ Acetate + L-Glutamate 5-semialdehyde,
1854,NACtex,NACtex,Nicotinate ⇒ Nicotinate,
1855,NACtpp,NACtpp,Nicotinate ⇒ Nicotinate,
1856,NADDP,NADDP,H2O + Nicotinamide adenine dinucleotide ⇒ AMP + 2.0 H+ + NMN,3.6.1.9
1857,NADH10,NADH10,H+ + Menaquinone 8 + Nicotinamide adenine dinucleotide - reduced ⇒ Menaquinol 8 + Nicotinamide adenine dinucleotide,
1858,NADH16pp,NADH16pp,4.0 H+ + Nicotinamide adenine dinucleotide - reduced + Ubiquinone-8 ⇒ 3.0 H+ + Nicotinamide adenine dinucleotide + Ubiquinol-8,1.6.5.3
1859,NADH17pp,NADH17pp,4.0 H+ + Menaquinone 8 + Nicotinamide adenine dinucleotide - reduced ⇒ 3.0 H+ + Menaquinol 8 + Nicotinamide adenine dinucleotide,1.6.5.3
1860,NADH18pp,NADH18pp,2-Demethylmenaquinone 8 + 4.0 H+ + Nicotinamide adenine dinucleotide - reduced ⇒ 2-Demethylmenaquinol 8 + 3.0 H+ + Nicotinamide adenine dinucleotide,1.6.5.3
1861,NADH5,NADH5,H+ + Nicotinamide adenine dinucleotide - reduced + Ubiquinone-8 ⇒ Nicotinamide adenine dinucleotide + Ubiquinol-8,
1862,NADH9,NADH9,2-Demethylmenaquinone 8 + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ 2-Demethylmenaquinol 8 + Nicotinamide adenine dinucleotide,
1863,NADK,NADK,ATP + Nicotinamide adenine dinucleotide ⇒ ADP + H+ + Nicotinamide adenine dinucleotide phosphate,2.7.1.23
1864,NADN,NADN,H2O + Nicotinamide adenine dinucleotide ⇒ ADPribose + H+ + Nicotinamide,3.5.1.-
1865,NADPHQR2,NADPHQR2,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Ubiquinone-8 ⇒ Nicotinamide adenine dinucleotide phosphate + Ubiquinol-8,
1866,NADPHQR3,NADPHQR3,H+ + Menaquinone 8 + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Menaquinol 8 + Nicotinamide adenine dinucleotide phosphate,
1867,NADPHQR4,NADPHQR4,2-Demethylmenaquinone 8 + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ 2-Demethylmenaquinol 8 + Nicotinamide adenine dinucleotide phosphate,
1868,NADPPPS,NADPPPS,H2O + Nicotinamide adenine dinucleotide phosphate ⇒ Nicotinamide adenine dinucleotide + Phosphate,3.1.3.-
1869,NADS1,NADS1,ATP + Deamino-NAD+ + Ammonium ⇒ AMP + H+ + Nicotinamide adenine dinucleotide + Diphosphate,6.3.1.5
1870,NADTRHD,NADTRHD,Nicotinamide adenine dinucleotide + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide - reduced + Nicotinamide adenine dinucleotide phosphate,1.6.1.3
1871,NAMNPP,NAMNPP,ATP + H2O + Nicotinate + 5-Phospho-alpha-D-ribose 1-diphosphate ⇒ ADP + Nicotinate D-ribonucleotide + Phosphate + Diphosphate,6.3.4.21
1872,NAt3_1p5pp,NAt3_1p5pp,3.0 H+ + 2.0 Sodium ⇒ 3.0 H+ + 2.0 Sodium,
1873,NAt3_2pp,NAt3_2pp,2.0 H+ + Sodium ⇒ 2.0 H+ + Sodium,
1874,NAt3pp,NAt3pp,H+ + Sodium ⇒ H+ + Sodium,
1875,NAtex,NAtex,Sodium ⇒ Sodium,
1876,NDPK1,NDPK1,ATP + GDP ⇒ ADP + GTP,2.7.4.6
1877,NDPK2,NDPK2,ATP + UDP ⇒ ADP + UTP,2.7.4.6
1878,NDPK3,NDPK3,ATP + CDP ⇒ ADP + CTP,2.7.4.6
1879,NDPK4,NDPK4,ATP + DTDP ⇒ ADP + DTTP,2.7.4.6
1880,NDPK5,NDPK5,ATP + DGDP ⇒ ADP + DGTP,2.7.4.6
1881,NDPK6,NDPK6,ATP + DUDP ⇒ ADP + DUTP,2.7.4.6
1882,NDPK7,NDPK7,ATP + DCDP ⇒ ADP + DCTP,2.7.4.6
1883,NDPK8,NDPK8,ATP + DADP ⇒ ADP + DATP,2.7.4.6
1884,NH4tex,NH4tex,Ammonium ⇒ Ammonium,
1885,NH4tpp,NH4tpp,Ammonium ⇒ Ammonium,
1886,NHFRBO,NHFRBO,H+ + Nicotinamide adenine dinucleotide - reduced + 2.0 Nitric oxide ⇒ H2O + Nitrous oxide + Nicotinamide adenine dinucleotide,1.7.1.14
1887,NI2abcpp,NI2abcpp,ATP + H2O + Nickel ⇒ ADP + H+ + Nickel + Phosphate,3.6.3.24
1888,NI2t3pp,NI2t3pp,H+ + Nickel ⇒ H+ + Nickel,
1889,NI2tex,NI2tex,Nickel ⇒ Nickel,
1890,NI2tpp,NI2tpp,Nickel ⇒ Nickel,
1891,NI2uabcpp,NI2uabcpp,ATP + H2O + Nickel ⇒ ADP + H+ + Nickel + Phosphate,3.6.3.24
1892,NMNAT,NMNAT,ATP + H+ + NMN ⇒ Nicotinamide adenine dinucleotide + Diphosphate,2.7.7.18
1893,NMNDA,NMNDA,H2O + NMN ⇒ Ammonium + Nicotinate D-ribonucleotide,3.5.1.42
1894,NMNN,NMNN,H2O + NMN ⇒ H+ + Nicotinamide + Alpha-D-Ribose 5-phosphate,3.2.2.14
1895,NMNPtpp,NMNPtpp,NMN ⇒ NMN,
1896,NMNt7pp,NMNt7pp,H2O + NMN ⇒ H+ + Nicotinamide + Alpha-D-Ribose 5-phosphate,3.2.2.14
1897,NMNtex,NMNtex,NMN ⇒ NMN,
1898,NNAM,NNAM,H2O + Nicotinamide ⇒ Nicotinate + Ammonium,3.5.1.19
1899,NNATr,NNATr,ATP + H+ + Nicotinate D-ribonucleotide ⇒ Deamino-NAD+ + Diphosphate,2.7.7.18
1900,NNDMBRT,NNDMBRT,"5,6-Dimethylbenzimidazole + Nicotinate D-ribonucleotide ⇒ N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole + H+ + Nicotinate",2.4.2.21
1901,NNDPR,NNDPR,2.0 H+ + 5-Phospho-alpha-D-ribose 1-diphosphate + Quinolinate ⇒ CO2 + Nicotinate D-ribonucleotide + Diphosphate,2.4.2.19
1902,NO2t2rpp,NO2t2rpp,H+ + Nitrite ⇒ H+ + Nitrite,
1903,NO2tex,NO2tex,Nitrite ⇒ Nitrite,
1904,NO3R1bpp,NO3R1bpp,Nitrate + Ubiquinol-8 ⇒ H2O + Nitrite + Ubiquinone-8,
1905,NO3R1pp,NO3R1pp,2.0 H+ + Nitrate + Ubiquinol-8 ⇒ H2O + 2.0 H+ + Nitrite + Ubiquinone-8,
1906,NO3R2bpp,NO3R2bpp,Menaquinol 8 + Nitrate ⇒ H2O + Menaquinone 8 + Nitrite,1.7.99.4
1907,NO3R2pp,NO3R2pp,2.0 H+ + Menaquinol 8 + Nitrate ⇒ H2O + 2.0 H+ + Menaquinone 8 + Nitrite,
1908,NO3t7pp,NO3t7pp,Nitrite + Nitrate ⇒ Nitrite + Nitrate,
1909,NO3tex,NO3tex,Nitrate ⇒ Nitrate,
1910,NODOx,NODOx,Nicotinamide adenine dinucleotide - reduced + 2.0 Nitric oxide + 2.0 O2 ⇒ H+ + Nicotinamide adenine dinucleotide + 2.0 Nitrate,1.14.12.17
1911,NODOy,NODOy,Nicotinamide adenine dinucleotide phosphate - reduced + 2.0 Nitric oxide + 2.0 O2 ⇒ H+ + Nicotinamide adenine dinucleotide phosphate + 2.0 Nitrate,1.14.12.17
1912,NOVBCNtex,NOVBCNtex,Novobiocin ⇒ Novobiocin,
1913,NOVBCNtpp,NOVBCNtpp,H+ + Novobiocin ⇒ H+ + Novobiocin,
1914,NOtex,NOtex,Nitric oxide ⇒ Nitric oxide,
1915,NOtpp,NOtpp,Nitric oxide ⇒ Nitric oxide,
1916,NTD1,NTD1,DUMP + H2O ⇒ Deoxyuridine + Phosphate,3.1.3.89
1917,NTD10,NTD10,H2O + Xanthosine 5'-phosphate ⇒ Phosphate + Xanthosine,3.1.3.5
1918,NTD10pp,NTD10pp,H2O + Xanthosine 5'-phosphate ⇒ Phosphate + Xanthosine,3.1.3.5
1919,NTD11,NTD11,H2O + IMP ⇒ Inosine + Phosphate,3.1.3.5
1920,NTD11pp,NTD11pp,H2O + IMP ⇒ Inosine + Phosphate,3.1.3.5
1921,NTD12,NTD12,DIMP + H2O ⇒ Deoxyinosine + Phosphate,
1922,NTD12pp,NTD12pp,DIMP + H2O ⇒ Deoxyinosine + Phosphate,
1923,NTD1pp,NTD1pp,DUMP + H2O ⇒ Deoxyuridine + Phosphate,3.1.3.89
1924,NTD2,NTD2,H2O + UMP ⇒ Phosphate + Uridine,3.1.3.5
1925,NTD2pp,NTD2pp,H2O + UMP ⇒ Phosphate + Uridine,3.1.3.5
1926,NTD3,NTD3,DCMP + H2O ⇒ Deoxycytidine + Phosphate,3.1.3.89
1927,NTD3pp,NTD3pp,DCMP + H2O ⇒ Deoxycytidine + Phosphate,3.1.3.89
1928,NTD4,NTD4,CMP + H2O ⇒ Cytidine + Phosphate,3.1.3.91
1929,NTD4pp,NTD4pp,CMP + H2O ⇒ Cytidine + Phosphate,3.1.3.91
1930,NTD5,NTD5,DTMP + H2O ⇒ Phosphate + Thymidine,3.1.3.89
1931,NTD5pp,NTD5pp,DTMP + H2O ⇒ Phosphate + Thymidine,3.1.3.89
1932,NTD6,NTD6,DAMP + H2O ⇒ Deoxyadenosine + Phosphate,3.1.3.89
1933,NTD6pp,NTD6pp,DAMP + H2O ⇒ Deoxyadenosine + Phosphate,3.1.3.89
1934,NTD7,NTD7,AMP + H2O ⇒ Adenosine + Phosphate,3.1.3.5
1935,NTD7pp,NTD7pp,AMP + H2O ⇒ Adenosine + Phosphate,3.1.3.5
1936,NTD8,NTD8,DGMP + H2O ⇒ Deoxyguanosine + Phosphate,3.1.3.89
1937,NTD8pp,NTD8pp,DGMP + H2O ⇒ Deoxyguanosine + Phosphate,3.1.3.89
1938,NTD9,NTD9,GMP + H2O ⇒ Guanosine + Phosphate,3.1.3.5
1939,NTD9pp,NTD9pp,GMP + H2O ⇒ Guanosine + Phosphate,3.1.3.5
1940,NTP1,NTP1,ATP + H2O ⇒ ADP + H+ + Phosphate,3.6.4.9
1941,NTP10,NTP10,H2O + ITP ⇒ H+ + IDP + Phosphate,3.6.1.5
1942,NTP11,NTP11,DITP + H2O ⇒ DIDP + H+ + Phosphate,
1943,NTP12,NTP12,H2O + XTP ⇒ H+ + Phosphate + XDP,3.6.1
1944,NTP3,NTP3,GTP + H2O ⇒ GDP + H+ + Phosphate,3.6.5.6
